Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.617427	-0.315518	-0.397064	-0.601309	9.12929	0.841172	4.90816	-0.10897	1.17066e-06	0.0600795	-0.776855	0.323242	-0.470215	1527684876956	-86	87
Throax	00b411e8	0.59944	-0.341957	-0.365836	-0.624421	8.727	0.809656	4.89781	-0.00552604	0.000408487	-0.0480751	-0.690186	0.265137	-0.419189	1527684876950	-80	82
RUpArm	00b411d9	0.698388	0.163129	-0.0952773	-0.690337	-0.418062	4.33983	9.90566	0.130655	-0.0317776	-0.00294763	-0.0114746	-0.107666	-1.0332	1527684876958	-86	81
RFoArm	00b41148	0.700805	-0.0449773	0.16279	-0.693072	-1.61751	-3.26965	8.93839	0.139265	0.0135244	-0.0559033	0.213379	0.77002	-0.757568	1527684876956	-82	82
LUpArm	00b411db	0.710383	-0.0494948	0.0487564	-0.700378	0.182829	-1.31681	9.68144	0.0335147	-0.000585845	0.000717643	0.0551758	0.512939	-0.846436	1527684876956	-94	86
LFoArm	00b41204	0.671881	0.157877	0.0673332	-0.720498	-1.47856	-1.38411	13.0554	0.0256364	0.0354668	0.0791218	0.237305	0.570312	-0.862061	1527684876953	-84	83
Waist	00b411f7	0.605936	-0.411473	-0.440623	-0.519021	9.58156	-0.339481	2.8489	-0.0527161	-0.125651	-0.0105578	-0.856445	0.432373	-0.302979	1527684876953	-89	80
Rthigh	00b411f4	0.496355	-0.520588	-0.472462	-0.509313	9.88181	-0.39331	0.0631404	0.0108355	0.0192591	-0.0105934	-0.978027	0.455322	0.00512695	1527684876953	-81	100
Rshank	00b4111b	0.423584	-0.535476	-0.461405	-0.566522	9.88524	0.642998	-0.0222335	-0.00558155	-0.00716718	-0.00714088	-1.01782	0.310303	0.067627	1527684876956	-84	92
Lthigh	00b411c8	0.422397	-0.576531	-0.443906	-0.5405	9.78878	0.0907531	-0.630384	-0.00696929	0.00367412	0.013426	-0.945312	0.427002	0.155762	1527684876953	-81	64
Lshank	00b411ee	0.514457	-0.479103	-0.534411	-0.469254	9.84031	0.0613733	-0.32922	0.00138175	0.0076213	0.00878224	-1.05396	0.458496	-0.0305176	1527684876950	-77	100
