Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.58075	-0.356172	-0.381655	-0.624668	9.12109	0.460293	4.66958	-0.00816365	0.00260681	0.0440093	-0.7854	0.357666	-0.412354	1527838981275	-83	85
Throax	00b411e8	0.528246	-0.384805	-0.356464	-0.667694	9.03392	0.539404	4.43451	-0.0311756	-0.00460029	-0.00528599	-0.729004	0.256592	-0.343506	1527838981278	-79	83
RUpArm	00b411d9	0.668517	0.0705852	0.051334	-0.738558	-1.43779	0.539429	10.793	-0.0172227	0.0233138	-0.022548	0.032959	0.298828	-0.957275	1527838981274	-92	82
RFoArm	00b41148	0.48367	0.096595	-0.00462216	-0.869892	-1.59735	0.746384	9.63844	-0.0162561	0.00828525	-0.0233752	0.196045	0.435547	-0.960938	1527838981271	-82	81
LUpArm	00b411db	0.723997	-0.0177019	0.0637582	-0.686622	-0.501466	-1.03934	9.76363	-0.0952254	-0.0300496	-0.0219538	0.138916	0.495605	-0.846436	1527838981248	-92	85
LFoArm	00b41204	0.438893	0.0989405	-0.0349401	-0.892392	-1.33106	-0.832692	13.492	0.0717105	0.0116148	0.0365581	0.242432	0.492432	-0.904785	1527838981268	-81	82
Waist	00b411f7	0.553589	-0.440079	-0.411813	-0.5747	9.71747	-0.27807	2.68774	0.018258	0.0216841	0.00247536	-0.875488	0.427734	-0.245605	1527838981274	-85	85
Rthigh	00b411f4	0.448933	-0.537118	-0.435539	-0.565923	9.90478	0.073683	0.501399	0.0289105	0.0046317	-0.0143587	-0.99585	0.415771	0.0292969	1527838981272	-84	86
Rshank	00b4111b	0.342397	-0.628904	-0.382781	-0.583714	9.79534	0.219261	-0.782017	0.0134568	0.00362486	-0.024806	-0.975342	0.352295	0.263428	1527838981271	-86	89
Lthigh	00b411c8	0.404695	-0.61697	-0.359723	-0.571113	9.85742	-0.825272	-0.129845	0.0165357	-0.00444539	-0.00313255	-0.907959	0.495605	0.193115	1527838981277	-84	86
Lshank	00b411ee	0.467169	-0.516925	-0.532652	-0.480441	9.85081	0.283556	-0.970879	0.000387482	0.00064969	-0.00751164	-1.05054	0.432129	0.0996094	1527838981272	-78	83
