Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.623527	-0.248258	-0.361226	-0.647378	8.05839	1.60258	6.46241	0.0707016	0.0409932	0.0843447	-0.712891	0.246826	-0.602539	1527684335726	-76	89
Throax	00b411e8	0.60495	-0.329644	-0.374714	-0.620451	8.72873	0.636006	4.85684	-0.0121211	-0.00381528	-0.00540177	-0.698486	0.25415	-0.406982	1527684335723	-72	84
RUpArm	00b411d9	0.649576	0.124373	-0.166495	-0.731342	0.54317	4.40456	9.89259	-0.0131923	0.0172911	-0.0353942	-0.0651855	-0.108887	-1.02612	1527684335727	-84	82
RFoArm	00b41148	0.752668	-0.0927186	0.120319	-0.640638	-0.388803	-3.08609	9.59893	0.0482869	0.071655	-0.0355658	0.150879	0.776123	-0.768799	1527684335728	-74	84
LUpArm	00b411db	0.736493	-0.0833761	0.0160621	-0.671095	1.03344	-1.30911	9.69902	0.031544	-0.00315071	0.0214606	-0.0388184	0.523682	-0.841797	1527684335726	-80	87
LFoArm	00b41204	0.770168	0.0307594	0.0219159	-0.636722	-0.641309	0.16981	13.52	-0.0120886	0.0111621	0.00332272	0.171631	0.429443	-0.962891	1527684335729	-80	85
Waist	00b411f7	0.609717	-0.41174	-0.440331	-0.514611	9.75241	-0.443455	2.81143	0.0153621	-0.00394048	-0.00951008	-0.852783	0.445312	-0.296875	1527684335729	-84	82
Rthigh	00b411f4	0.528715	-0.521233	-0.461394	-0.485688	9.8572	-0.956927	0.377648	-0.00888905	0.0194451	-0.0141429	-0.947998	0.503662	-0.0332031	1527684335727	-83	100
Rshank	00b4111b	0.466264	-0.542524	-0.450223	-0.534383	9.89143	-0.225175	0.147006	0.00711502	0.0192605	-0.0127428	-0.984375	0.399902	0.0463867	1527684335723	-80	94
Lthigh	00b411c8	0.406207	-0.541878	-0.452717	-0.58001	9.83104	0.843741	0.18498	0.047602	0.0144258	0.00122521	-0.997314	0.332031	0.103271	1527684335728	-78	65
Lshank	00b411ee	0.495726	-0.463932	-0.548238	-0.488321	9.86339	0.792342	-0.302246	0.0279234	0.0161796	-0.0057159	-1.09399	0.391846	-0.0227051	1527684335724	-80	100
