Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.621487	-0.363053	-0.495028	-0.486717	9.72782	-0.1611	3.58633	0.117803	-0.024649	-0.0403076	-0.809326	0.430176	-0.286133	1527832450175	-74	100
Throax	00b411e8	0.635925	-0.319835	-0.388697	-0.584996	8.57098	0.371303	5.15327	0.0586233	-0.0359798	-0.0386575	-0.682129	0.284668	-0.410645	1527832450178	-86	100
RUpArm	00b411d9	0.735681	0.112813	0.0109092	-0.667778	-1.3038	1.15825	10.4558	-0.065072	-0.0120027	0.064576	0.0751953	0.219971	-0.980469	1527832450153	-101	100
RFoArm	00b41148	0.746651	0.0898638	0.0117566	-0.659013	-1.33079	0.872464	9.23202	0.20017	-0.0279681	0.0275784	0.210205	0.416016	-0.965088	1527832450175	-80	100
LUpArm	00b411db	0.726108	-0.0471171	0.0609991	-0.683247	-0.159978	-1.39904	9.59593	-0.0140215	-0.0278617	0.0508401	0.074707	0.519531	-0.837158	1527832450177	-90	100
LFoArm	00b41204	0.89407	-0.0402977	-0.0243283	-0.445446	-1.05535	-0.320562	13.1741	0.0361592	-0.0181825	-0.0028481	0.22876	0.459717	-0.931641	1527832450181	-80	100
Waist	00b411f7	0.538161	-0.424457	-0.452347	-0.570615	9.74058	0.122054	2.62372	0.0668062	0.01045	-0.0259994	-0.89502	0.38208	-0.244385	1527832450181	-80	100
Rthigh	00b411f4	0.663793	-0.211119	-0.686438	-0.208833	9.89833	-0.558512	0.588089	0.0365276	0.0432295	-0.00945683	-0.97168	0.449463	-0.0717773	1527832450180	-80	100
Rshank	00b4111b	0.326956	-0.652261	-0.358272	-0.582492	9.82914	-0.459678	-0.536533	0.00615151	0.0134832	-0.0106751	-0.962158	0.424561	0.137451	1527832450155	-79	100
Lthigh	00b411c8	0.598644	-0.315992	-0.651183	-0.343126	9.85551	0.364329	0.105052	-0.0320181	0.0411685	0.00957292	-0.971924	0.369629	0.123047	1527832450174	-88	100
Lshank	00b411ee	0.439162	-0.579901	-0.456124	-0.512643	9.83359	-0.565053	-0.84906	-0.0288678	0.00964861	0.00339911	-1.02734	0.522705	0.0412598	1527832450177	-78	98
