Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.517993	-0.434759	-0.399259	-0.61908	9.68655	0.433708	3.07415	-0.0456755	6.16745e-05	-0.00458883	-0.844482	0.375244	-0.24707	1527680545881	-78	100
Throax	00b411e8	-0.623768	0.32752	0.332585	0.626922	8.31699	0.0895044	5.7074	0.00486442	0.0383867	-0.0287709	-0.633057	0.306396	-0.472656	1527680545884	-75	95
RUpArm	00b411d9	-0.661892	-0.129469	0.100179	0.731506	-0.0490359	3.72711	10.1214	0.053008	-0.0039842	0.0195591	-0.0493164	-0.0354004	-1.03027	1527680545881	-80	94
RFoArm	00b41148	-0.751194	0.0405239	-0.158653	0.639449	-1.76717	-2.68193	9.18408	-0.0150372	-0.0241482	0.0101593	0.25	0.748291	-0.759521	1527680545851	-86	96
LUpArm	00b411db	-0.750425	0.0780716	-0.0439716	0.654854	0.431809	-1.80287	9.62869	0.00377407	0.0215356	-0.0171183	0.0429688	0.548096	-0.821289	1527680545878	-84	99
LFoArm	00b41204	-0.679681	-0.182476	-0.0148415	0.710293	-1.09815	-0.353586	13.2676	0.0302838	0.0335382	-0.00549211	0.20874	0.474854	-0.929932	1527680545881	-78	96
Waist	00b411f7	-0.596451	0.392815	0.399706	0.574612	9.37167	-0.126911	3.78678	0.0257452	0.0563966	-0.0152034	-0.843018	0.419434	-0.358154	1527680545875	-86	94
Rthigh	00b411f4	-0.480037	0.5457	0.45686	0.512889	9.8018	-0.748063	-0.13088	0.025913	0.0322401	-0.00931388	-0.951416	0.491943	0.0673828	1527680545878	-97	100
Rshank	00b4111b	-0.485622	0.485985	0.519881	0.507655	9.86794	0.192093	-0.248398	0.0126919	0.0117444	-0.0130381	-1.00586	0.358643	0.046875	1527680545878	-92	100
Lthigh	00b411c8	-0.432368	0.532097	0.50958	0.519864	9.71802	0.636053	-0.811366	-0.0473015	0.0243375	0.00546597	-0.982178	0.345459	0.130371	1527680545881	-79	77
Lshank	00b411ee	-0.466158	0.542071	0.481068	0.507375	9.88437	-0.152803	-0.546574	-0.0275412	0.0206785	-0.000368197	-1.04346	0.478516	0.103516	1527680545878	-95	100
