Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.581941	-0.275231	-0.394473	-0.655732	8.34435	1.53367	6.17715	0.151667	0.105824	0.0198339	-0.752441	0.280518	-0.519287	1529667220293	-50	92
Throax	00b411e8	-0.601514	0.298921	0.300873	0.67698	7.66475	0.310404	6.54468	0.00584073	0.0280632	-0.00412569	-0.627686	0.275635	-0.497559	1529667220298	-50	92
LUpArm	00b411d9	-0.674998	-0.0219156	0.0447406	0.736136	0.735265	0.958451	10.7479	0.169205	-0.0129365	0.0670044	-0.135498	0.226318	-0.97998	1529667220295	-54	92
LFoArm	00b41148	-0.72206	0.122652	-0.111887	0.671616	0.0239724	-3.39875	9.20869	0.245459	0.0111378	0.0205902	0.0742188	0.750977	-0.719971	1529667220292	-52	92
RUpArm	00b411db	-0.697018	0.0943893	-0.0117107	0.710718	1.10621	-1.71759	9.53821	-0.0399525	0.032431	0.0167314	-0.0534668	0.508301	-0.832764	1529667220296	-71	92
RFoArm	00b41204	-0.746631	-0.0746147	0.175205	0.6374	0.437459	1.90368	12.9298	-0.122354	0.0216918	0.0267658	-0.0727539	0.236084	-1.03833	1529667220292	-59	92
Waist	00b411f7	-0.51621	0.461795	0.460046	0.555544	9.90868	-0.0955686	1.91937	0.0690046	0.0690884	-0.0144138	-0.895752	0.39917	-0.140381	1529667220289	-56	92
Lthigh	00b411f4	-0.594545	0.449812	0.557485	0.365233	9.87273	-0.853198	0.521361	0.066196	0.0243181	-0.00607874	-0.950684	0.464844	-0.0769043	1529667220293	-49	92
Lshank	00b4111b	-0.370695	0.546159	0.478112	0.579401	9.85818	1.15043	-0.114886	0.0636614	-0.0247016	-0.00571234	-1.01831	0.268066	0.206543	1529667220295	-51	91
Rthigh	00b411c8	-0.382305	0.617954	0.430586	0.535323	9.78422	0.0639455	-0.821723	0.0655028	-0.005415	0.0142368	-0.939697	0.405273	0.26123	1529667220298	-57	92
Rshank	00b411ee	-0.505286	0.39384	0.636829	0.428982	9.72202	1.58062	-1.02822	0.0481708	0.00305369	0.0214942	-1.09668	0.29248	0.0107422	1529667220293	-50	93
