Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.516185	0.464794	0.423511	0.581514	8.77194	0.362578	2.76678	0.0701934	0.775496	-0.0766845	-0.85791	0.367676	-0.132812	1529665815723	-49	96
Throax	00b411e8	-0.646097	0.321812	0.362753	0.589412	8.44951	0.329718	5.36827	0.035109	0.038446	0.0507877	-0.680176	0.284668	-0.419922	1529665815727	-50	96
LUpArm	00b411d9	-0.735762	-0.00507828	0.0718789	0.673396	1.33389	1.55475	10.6637	-0.154703	0.0455766	-0.00440195	-0.128418	0.185059	-0.988037	1529665815723	-54	96
LFoArm	00b41148	-0.769813	0.160622	-0.070298	0.613715	0.896467	-3.09909	9.3252	-0.00590768	0.0548955	-0.0183108	0.0944824	0.742432	-0.721924	1529665815720	-54	96
RUpArm	00b411db	-0.728764	0.136702	0.013977	0.670836	2.02115	-1.72921	9.31991	-0.031206	0.090817	0.0609692	-0.144043	0.536377	-0.793945	1529665815726	-54	96
RFoArm	00b41204	-0.630181	-0.101815	0.025907	0.769308	1.20635	0.923149	13.2643	-0.0795379	0.0721079	-0.0174701	-0.124756	0.294434	-1.02051	1529665815720	-54	96
Waist	00b411f7	-0.554547	0.450586	0.472378	0.516052	9.79386	0.119304	1.69149	0.107018	0.0323681	0.0230472	-0.909424	0.371094	-0.154785	1529665815720	-53	96
Lthigh	00b411f4	-0.521102	0.49249	0.505492	0.479983	9.90142	-0.383004	0.482285	0.0370914	0.0231119	-0.0342939	-0.96875	0.437988	-0.0178223	1529665815723	-49	96
Lshank	00b4111b	-0.488787	0.513144	0.479853	0.517215	9.88856	0.24959	0.545973	0.0251913	-0.0392165	-0.043142	-1.00098	0.354248	0.0356445	1529665815724	-49	95
Rthigh	00b411c8	-0.422884	0.589799	0.475782	0.496928	9.70697	-0.331943	-1.20048	0.0248256	0.0204096	-0.0150463	-0.92749	0.433838	0.271973	1529665815726	-53	96
Rshank	00b411ee	-0.482842	0.468807	0.55519	0.488719	9.84574	0.873052	-0.442645	0.0248004	-0.0360693	-0.0195914	-1.06299	0.350098	0.0371094	1529665815723	-50	96
