Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.583468	0.425735	0.311596	0.617432	8.77465	-0.49691	5.24708	0.0073193	0.00652237	-0.0210568	-0.781494	0.452881	-0.368164	1529669799038	-53	84
Throax	00b411e8	0.667918	-0.303304	-0.358709	-0.577252	8.22059	0.3172	5.76204	0.0723949	0.0460512	-0.0127592	-0.643799	0.297363	-0.486572	1529669799040	-64	84
LUpArm	00b411d9	-0.747694	-0.00253907	0.0754028	0.659743	0.783487	1.43252	10.685	0.133394	0.0404508	-0.026471	-0.109131	0.188965	-1.00659	1529669799038	-61	84
LFoArm	00b41148	0.763959	-0.194069	0.115626	-0.604429	0.506548	-4.46614	8.69692	0.0910705	0.0543273	-0.00565641	0.076416	0.840332	-0.637939	1529669799035	-62	84
RUpArm	00b411db	0.802863	-0.125509	-0.00241817	-0.582797	1.4365	-1.9776	9.28596	0.332545	0.0117444	-0.0544423	-0.0273438	0.561035	-0.814453	1529669799040	-62	84
RFoArm	00b41204	0.560182	0.0711768	0.0285284	-0.824812	0.690786	1.19254	13.3864	0.428784	0.155682	0.0389147	-0.0141602	0.327148	-1.03027	1529669799036	-64	85
Waist	00b411f7	-0.654753	0.339017	0.663168	-0.128739	9.78851	0.478875	1.93722	-0.0436186	0.234872	-0.0455399	-0.91748	0.35376	-0.220215	1529669799035	-53	84
Lthigh	00b411f4	-0.471215	0.573049	0.454332	0.493105	9.86826	-0.30996	0.435996	0.0783373	-0.00108735	-0.0276431	-0.98999	0.365234	-0.175537	1529669799036	-55	84
Lshank	00b4111b	-0.510866	0.488107	0.522619	0.477113	9.88798	0.438722	0.234821	0.0124152	-0.0315908	-0.0146704	-1.03613	0.36377	-0.0336914	1529669799038	-58	82
Rthigh	00b411c8	0.458438	-0.560018	-0.450759	-0.522523	9.83546	-0.356172	0.322199	-0.0373242	0.00163435	0.00403462	-0.950928	0.455566	0.143799	1529669799040	-60	84
Rshank	00b411ee	0.34749	-0.55448	-0.457533	-0.602051	9.78503	1.63852	-0.476853	0.0117705	-0.0607972	-0.037318	-1.11401	0.276855	0.127197	1529669799036	-61	87
