Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.725657	0.19813	0.408411	0.517076	8.01499	1.90032	6.86509	0.0142437	0.110143	-0.00961495	-0.672363	0.189209	-0.666504	1529667717468	-56	90
Throax	00b411e8	0.742829	-0.247864	-0.37335	-0.497372	7.86524	0.376067	6.1688	0.0580875	-0.0756423	-0.00446007	-0.616699	0.273438	-0.520996	1529667717446	-56	90
LUpArm	00b411d9	0.771813	-0.0259646	-0.0638052	-0.632107	1.24893	1.04458	11.0875	0.0448655	0.0134094	0.071679	-0.126953	0.230469	-0.982422	1529667717468	-56	90
LFoArm	00b41148	0.699741	-0.165936	0.146513	-0.679236	0.385653	-4.59887	8.98298	0.0652818	-0.005596	0.0416558	0.0952148	0.822998	-0.641846	1529667717465	-59	90
RUpArm	00b411db	0.81285	-0.0687986	-0.0557011	-0.575708	1.64891	-0.280104	10.118	-0.0482523	-0.0356288	-0.012539	-0.0698242	0.422852	-0.889893	1529667717445	-60	90
RFoArm	00b41204	0.518385	0.0774009	-0.0451338	-0.850441	0.798155	3.03342	13.6409	-0.00674964	0.0113481	0.0257203	-0.0749512	0.181885	-1.05591	1529667717465	-56	91
Waist	00b411f7	0.610678	-0.413978	-0.526623	-0.42233	9.90098	-0.142773	2.42111	0.019922	-0.133821	-0.00755419	-0.901611	0.388428	-0.172119	1529667717464	-50	90
Lthigh	00b411f4	0.606965	-0.41673	-0.595813	-0.320838	9.90525	-0.800845	0.46081	0.0494618	0.0583997	-0.0296316	-0.966553	0.430176	-0.106689	1529667717467	-62	90
Lshank	00b4111b	-0.536876	0.49507	0.53482	0.425015	9.9469	-0.110367	0.190688	0.0117966	0.0271536	-0.0187019	-0.991211	0.400146	0.026123	1529667717468	-60	89
Rthigh	00b411c8	0.462779	-0.575169	-0.498107	-0.454869	9.72065	-0.689216	-1.19058	0.0892819	0.0156587	-0.00822094	-0.91333	0.467041	0.275879	1529667717445	-58	90
Rshank	00b411ee	0.579838	-0.368333	-0.632045	-0.35866	9.89356	0.380019	-0.661355	0.0717448	0.015534	-0.00719075	-1.05908	0.363281	-0.170166	1529667717468	-56	92
