Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.648416	-0.0927505	-0.125748	-0.745078	3.76868	0.781631	10.2366	0.0172139	0.0758008	0.0118036	-0.337891	0.320801	-0.853027	1529665537848	-52	97
Throax	00b411e8	0.572166	-0.384812	-0.302832	-0.657904	8.69431	-0.317462	5.13342	0.0440058	-0.0141883	-0.0195808	-0.67334	0.335205	-0.360596	1529665537852	-51	97
LUpArm	00b411d9	0.719147	-0.0205001	-0.0480414	-0.692892	1.37056	0.612653	10.7922	-0.0847279	0.000267905	0.0248299	-0.159912	0.276611	-0.967529	1529665537849	-54	97
LFoArm	00b41148	0.769249	-0.147874	0.0770569	-0.616807	0.683954	-3.18746	9.18346	0.0607206	-0.00703949	-0.00720845	0.0654297	0.746582	-0.722168	1529665537845	-53	97
RUpArm	00b411db	0.676835	-0.124766	0.00591157	-0.725461	1.70337	-2.02562	9.63014	-0.0102402	-0.0333984	-0.0359157	-0.174805	0.540527	-0.793945	1529665537851	-59	97
RFoArm	00b41204	0.833425	-0.0818952	-0.138033	-0.528812	1.19066	0.562296	13.7198	0.025138	-0.0352581	-0.00351848	-0.188232	0.318115	-1.01489	1529665537846	-54	97
Waist	00b411f7	0.54975	-0.450258	-0.436728	-0.551645	9.94695	-0.0789518	1.98857	0.0610582	0.0322263	-0.0129296	-0.893311	0.39502	-0.189453	1529665537845	-50	97
Lthigh	00b411f4	0.513766	-0.515579	-0.532937	-0.431511	9.82399	-0.0852903	-0.294279	0.00559767	-0.00509626	-0.0137515	-0.970703	0.439453	0.0871582	1529665537823	-52	97
Lshank	00b4111b	0.551766	-0.451403	-0.539967	-0.447465	9.91891	0.487627	0.540438	-0.0158688	0.0122186	-0.0165436	-1.0127	0.358398	0.0600586	1529665537851	-50	96
Rthigh	00b411c8	0.341072	-0.653819	-0.4394	-0.51295	9.41861	0.369805	-2.25147	0.051637	-0.0116148	-0.00725431	-0.901123	0.392578	0.400635	1529665537852	-61	97
Rshank	00b411ee	0.484833	-0.496605	-0.533208	-0.483745	9.91795	0.297755	-0.633462	0.0475175	-0.00506072	0.00336164	-1.052	0.412109	0.0454102	1529665537848	-53	97
