Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.687141	0.15345	0.448034	0.550959	7.05537	2.39292	7.10373	0.121482	-0.10392	0.0118017	-0.654785	0.148193	-0.693848	1529667568843	-58	91
Throax	00b411e8	0.707344	-0.277915	-0.371022	-0.533638	8.0221	-0.0367751	5.8963	0.00231474	-0.0899142	0.043227	-0.646484	0.312988	-0.45166	1529667568821	-66	91
LUpArm	00b411d9	0.774721	0.0641249	-0.120348	-0.617423	0.55258	2.98205	10.3908	0.062139	-0.133103	-0.0134591	-0.0939941	0.0566406	-1.02124	1529667568843	-56	91
LFoArm	00b41148	0.726593	-0.0928605	0.0966783	-0.673864	-0.159322	-2.6323	9.3057	-0.0499542	-0.157968	-0.0190623	0.125244	0.708008	-0.765381	1529667568839	-60	91
RUpArm	00b411db	0.790508	-0.0891256	0.0389067	-0.604681	0.120612	-1.55119	9.79743	-0.0108153	-0.177385	-0.0129785	0.0192871	0.539062	-0.819092	1529667568819	-56	91
RFoArm	00b41204	0.47003	0.0771638	0.068683	-0.876584	-0.0568882	0.430531	12.852	-0.00882375	-0.292468	0.0128888	-0.0180664	0.374756	-0.997314	1529667568842	-56	91
Waist	00b411f7	0.592293	-0.4106	-0.48983	-0.490575	9.74907	-0.224947	2.41266	0.00376349	0.0920871	-0.0263416	-0.873047	0.421143	-0.236816	1529667568839	-54	90
Lthigh	00b411f4	0.610211	-0.460195	-0.547526	-0.340701	9.91462	-0.933011	0.617509	-0.0582723	0.030201	-0.0289537	-0.940918	0.484619	-0.105225	1529667568842	-60	91
Lshank	00b4111b	0.501347	-0.526656	-0.501675	-0.468622	9.8796	-0.551491	0.217859	-0.00502328	-0.0105759	0.000887223	-0.970459	0.459473	0.0454102	1529667568819	-56	89
Rthigh	00b411c8	0.440842	-0.576907	-0.491913	-0.480477	9.8806	-0.0644248	-0.832646	0.0469447	0.0206012	-0.0105754	-0.952881	0.398438	0.270508	1529667568821	-61	91
Rshank	00b411ee	0.539753	-0.37867	-0.630684	-0.409284	9.92229	1.04261	-0.754997	0.102071	0.013217	0.00762963	-1.09741	0.312256	-0.130859	1529667568842	-52	92
