Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.630397	0.385903	0.384455	0.553058	9.02628	0.302499	5.28625	0.219613	-0.0613706	0.115645	-0.764648	0.425049	-0.369873	1529905835844	-66	90
Throax	00b411e8	-0.656342	0.33048	0.360773	0.574317	8.34429	-0.0124933	5.64104	0.0076967	-0.0048797	-0.00650338	-0.635498	0.311035	-0.42334	1529905835846	-50	90
LUpArm	00b411d9	0.758904	0.0338868	-0.00888792	-0.650259	-0.598959	1.34972	10.9765	-0.18158	0.0138449	-0.0440885	0.00683594	0.199707	-0.956787	1529905835847	-69	90
LFoArm	00b41148	0.68485	0.0385942	-0.0265178	-0.727178	-0.184161	0.73688	9.86301	0.0964081	0.0082467	-0.0313103	0.112549	0.410645	-0.934082	1529905835849	-60	90
RUpArm	00b411db	-0.759249	-0.00942338	-0.0189261	0.650457	-0.481438	-0.120345	9.65918	-0.0772543	0.0587406	0.0236101	0.0712891	0.387939	-0.891846	1529905835844	-56	89
RFoArm	00b41204	-0.738973	-0.060596	-0.100472	0.66344	-0.371241	-0.782992	13.5773	-0.171735	0.0793873	-0.0621502	0.114746	0.509521	-0.911621	1529905835847	-58	90
Waist	00b411f7	0.490101	-0.560688	-0.476887	-0.466914	9.80786	-1.08531	-0.319093	0.0365773	-0.0167176	-0.0153999	-0.84375	0.498535	0.0786133	1529905835844	-51	89
Lthigh	00b411f4	-0.512749	0.583134	0.460527	0.430066	9.76097	-1.25224	-0.192189	0.0402748	0.0285009	0.00861855	-0.925049	0.531494	0.0222168	1529905835847	-50	90
Lshank	00b4111b	-0.637649	0.406113	0.618452	0.214459	9.70724	-1.8776	-0.122296	0.104976	0.0262723	0.0153909	-0.91748	0.523438	-0.124756	1529905835847	-49	88
Rthigh	00b411c8	0.534564	-0.446007	-0.593236	-0.404215	9.80368	0.27149	-0.405843	0.0370382	-0.014879	0.0596321	-1.02539	0.35791	-0.109375	1529905835825	-52	90
Rshank	00b411ee	0.417567	-0.564356	-0.454209	-0.548484	9.87749	0.245704	-0.654866	0.00917904	0.0540319	0.0351853	-1.04541	0.416504	0.0976562	1529905835850	-51	92
