Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.527658	0.434633	0.355885	0.637195	9.55369	0.104113	3.76809	0.00895513	0.00348936	-0.0176221	-0.813232	0.416992	-0.245117	1529904288850	-58	94
Throax	00b411e8	-0.617458	0.363647	0.404834	0.567993	9.11078	0.0443932	4.2378	-0.0169593	0.0360239	-0.0128632	-0.696289	0.313721	-0.310303	1529904288850	-51	94
LUpArm	00b411d9	0.730056	-0.00854262	0.0123384	-0.683223	0.458683	0.32257	10.9276	0.00366726	-0.00458092	0.000294906	-0.0251465	0.308594	-0.932373	1529904288850	-74	94
LFoArm	00b41148	0.754174	0.0287499	-0.0577657	-0.653497	0.559988	1.19993	9.79507	-0.0372309	-0.0118512	0.0195622	0.0869141	0.388428	-0.942627	1529904288853	-58	94
RUpArm	00b411db	-0.677933	0.0508569	-0.0341696	0.732566	0.404845	-1.13395	9.80723	-0.00615935	0.0304778	-0.0189558	-0.00341797	0.506104	-0.834961	1529904288846	-63	94
RFoArm	00b41204	-0.692119	-0.0604009	0.0146122	0.719103	0.374148	-2.09205	13.3909	-0.0123927	0.039317	-0.023246	0.0390625	0.624268	-0.846191	1529904288850	-55	95
Waist	00b411f7	0.502343	-0.535901	-0.526113	-0.428563	9.70664	-0.868392	-1.07055	-0.00198984	0.063598	-0.0116201	-0.856201	0.487549	0.09375	1529904288847	-49	94
Lthigh	00b411f4	-0.495551	0.514602	0.482638	0.50663	9.86914	-0.201032	0.234801	-0.0100532	0.0192419	-0.0161478	-0.967041	0.450928	0.00292969	1529904288853	-50	94
Lshank	00b4111b	-0.563333	0.472112	0.506401	0.450916	9.85779	-0.636908	0.325047	-0.0135029	0.00893583	-0.0185969	-0.953857	0.452148	-0.119385	1529904288851	-50	93
Rthigh	00b411c8	0.54284	-0.451826	-0.543504	-0.453632	9.89217	-0.0197553	0.011827	0.00978803	0.0227457	0.00170358	-0.994873	0.42627	-0.113281	1529904288854	-49	94
Rshank	00b411ee	0.532305	-0.453626	-0.555022	-0.450361	9.90477	0.14003	-0.202931	0.00925358	0.0158004	-0.00321712	-1.03101	0.449707	-0.0964355	1529904288853	-50	95
