Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.51132	0.468085	0.350957	0.629506	9.53928	0.0450226	3.23434	-0.0159882	0.0451729	0.0232404	-0.830811	0.409668	-0.189209	1529903302900	-58	97
Throax	00b411e8	-0.608776	0.325524	0.349693	0.633357	8.48344	0.539762	5.4002	-0.0585975	8.01472e-05	0.000331995	-0.657227	0.258545	-0.435547	1529903302903	-51	97
LUpArm	00b411d9	0.675204	0.0711811	-0.0193026	-0.733935	-0.274245	1.97575	10.8268	0.00677614	0.0897971	0.0100207	-0.00268555	0.134766	-0.980225	1529903302903	-56	97
LFoArm	00b41148	0.771347	0.00465018	0.00233803	-0.636394	0.11764	0.26	9.95774	-0.0136251	0.0783807	0.0233372	0.126953	0.485107	-0.893555	1529903302906	-72	97
RUpArm	00b411db	-0.705891	0.0473893	-0.0685206	0.703404	0.00629008	-1.45331	9.54262	0.160721	0.130927	-0.00415191	0.0742188	0.52832	-0.81665	1529903302900	-60	97
RFoArm	00b41204	-0.631884	-0.133463	-0.0115059	0.763399	0.279816	-1.15101	13.5433	0.039388	0.170612	-0.0148868	0.0688477	0.524658	-0.914062	1529903302903	-60	97
Waist	00b411f7	0.339276	-0.619653	-0.330514	-0.625845	9.98064	0.00800364	0.315759	-0.0217511	-0.0042449	-0.0169339	-0.901855	0.396484	0.0576172	1529903302900	-49	97
Lthigh	00b411f4	-0.644819	0.293335	0.655054	0.262808	9.83345	-0.115445	-0.190013	-0.00154507	-0.0116286	-0.0191635	-0.977295	0.4375	0.0405273	1529903302904	-51	97
Lshank	00b4111b	-0.588047	0.427704	0.56937	0.383519	9.91057	-0.471611	-0.0128318	0.0368091	-0.0144779	-0.0286316	-0.974365	0.439941	-0.0612793	1529903302903	-50	97
Rthigh	00b411c8	0.565169	-0.498983	-0.544915	-0.36697	9.6114	-1.57982	-1.05898	-0.0360054	0.0306321	-0.00580696	-0.938232	0.56958	-0.0161133	1529903302906	-51	97
Rshank	00b411ee	0.539921	-0.449018	-0.554511	-0.446526	9.93551	0.126929	-0.298868	-0.0192627	-0.0116827	-0.019275	-1.0376	0.445312	-0.0712891	1529903302906	-54	98
