Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.528819	0.460601	0.380947	0.602558	9.635	-0.316936	3.38278	-0.073338	-0.0578231	0.0465332	-0.822754	0.422852	-0.184814	1529903461624	-53	97
Throax	00b411e8	-0.607908	0.324559	0.324113	0.64812	8.32829	0.141467	6.0185	-0.0436099	0.0256258	-0.0369637	-0.621338	0.280273	-0.467041	1529903461627	-51	97
LUpArm	00b411d9	0.716087	-0.00708144	-0.0126571	-0.69786	1.03076	0.323119	10.8855	0.021534	0.0519276	-0.121842	-0.0893555	0.303223	-0.922852	1529903461627	-60	97
LFoArm	00b41148	0.764771	-0.0388893	-0.0366943	-0.64208	1.19287	-0.844328	9.43306	-0.254318	0.0796739	-0.123842	0.0463867	0.493164	-0.904785	1529903461604	-60	97
RUpArm	00b411db	-0.70677	0.0747967	-0.0170405	0.703272	0.844705	-1.04002	9.67585	0.0685986	0.0416239	-0.0370388	-0.0639648	0.497314	-0.8396	1529903461624	-64	96
RFoArm	00b41204	-0.581455	-0.0806651	-0.0179221	0.809371	1.24674	-1.02657	13.383	0.334772	0.0752328	-0.033643	-0.0637207	0.55249	-0.901855	1529903461603	-65	97
Waist	00b411f7	0.465668	-0.533286	-0.48214	-0.516043	10.1314	0.0644705	0.238819	0.0260073	-0.0410202	-0.0427534	-0.905762	0.387939	0.0280762	1529903461624	-50	96
Lthigh	00b411f4	-0.52474	0.471994	0.558302	0.436082	10.0938	-0.669191	-0.0493605	-0.0442278	0.00552584	-0.0416066	-0.977051	0.427002	-0.00366211	1529903461604	-49	97
Lshank	00b4111b	-0.593252	0.441045	0.564651	0.367017	9.8318	-1.15022	-0.0438335	0.0318345	0.0367228	-0.0401527	-0.95874	0.454102	-0.0771484	1529903461603	-50	96
Rthigh	00b411c8	0.506235	-0.508214	-0.53473	-0.446663	9.87687	-0.0159157	-0.49104	0.0982531	-0.099812	0.00726034	-0.982422	0.452881	0.0617676	1529903461606	-50	97
Rshank	00b411ee	0.517937	-0.428069	-0.584806	-0.454422	9.84664	0.9426	-0.581296	0.108426	0.0981813	-0.0187055	-1.06689	0.339111	-0.0285645	1529903461606	-53	97
