Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.48583	0.421413	0.325373	0.69319	9.29082	0.0115481	4.45984	-0.00807171	-0.0183943	-0.00838292	-0.82373	0.403809	-0.245117	1529903122101	-54	98
Throax	00b411e8	-0.609718	0.334267	0.341884	0.632159	8.3714	0.179241	5.52873	-0.0237044	0.0210609	-0.0187438	-0.678467	0.300293	-0.378174	1529903122078	-50	98
LUpArm	00b411d9	0.729044	0.0866297	-0.151669	-0.661806	0.419405	3.02761	10.4822	-0.0112654	-0.000707374	-0.000252111	-0.114746	0.0266113	-1	1529903122078	-65	98
LFoArm	00b41148	0.727229	-0.00839318	-0.0517484	-0.68439	0.954409	0.541192	9.79744	-0.0892706	0.0122861	-0.0457491	-0.0180664	0.44458	-0.928223	1529903122081	-62	98
RUpArm	00b411db	-0.641052	0.0856383	-0.105558	0.755365	0.0714356	-2.58801	9.42406	-0.0580189	-0.0113222	-0.0364674	-0.0534668	0.613281	-0.759766	1529903122100	-80	97
RFoArm	00b41204	-0.759605	0.0242992	0.0955666	0.642866	0.213253	-1.74701	13.3199	0.0196596	0.00219124	-0.0234307	-0.0141602	0.608887	-0.867188	1529903122079	-57	98
Waist	00b411f7	0.108241	-0.689533	-0.112485	-0.70723	9.80834	0.295508	0.0827649	-0.00679545	-0.0259815	-0.0287264	-0.90918	0.372559	0.126221	1529903122101	-49	97
Lthigh	00b411f4	-0.694281	0.110059	0.709688	0.046933	9.78281	-0.6547	-0.311423	-0.00956904	0.0156504	-0.0127423	-0.937012	0.513428	0.109131	1529903122079	-49	97
Lshank	00b4111b	-0.674983	0.271706	0.656545	0.198802	9.79279	-1.08386	-0.088585	-0.0146128	0.00649153	-0.0128957	-0.940674	0.523926	0.0200195	1529903122079	-49	97
Rthigh	00b411c8	0.501741	-0.536286	-0.502277	-0.456478	9.73061	-0.611756	-0.805466	-0.00310408	-0.00028838	0.00822819	-0.962402	0.512207	0.0693359	1529903122082	-50	98
Rshank	00b411ee	0.471484	-0.494791	-0.52549	-0.5067	9.82554	0.694277	-0.485452	0.0169844	0.0063208	0.00119991	-1.0647	0.39209	0.050293	1529903122081	-62	98
