Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.64057	0.401366	0.456508	0.469228	9.77127	-0.265957	3.0919	0.00168259	-0.0428513	-0.0137016	-0.807861	0.436035	-0.182861	1529906056144	-60	89
Throax	00b411e8	-0.680935	0.329745	0.368472	0.540208	8.65751	-0.21526	5.21831	-0.00264981	2.41784e-05	-0.0163115	-0.649414	0.335205	-0.384277	1529906056146	-49	89
LUpArm	00b411d9	0.852294	0.0585131	0.00802749	-0.519718	-0.88801	1.55613	10.8025	-0.0262391	0.02235	0.0156278	0.0090332	0.199463	-0.961426	1529906056147	-74	89
LFoArm	00b41148	0.750602	0.032139	-0.0113998	-0.659874	-0.180003	0.664642	9.80935	-0.00599802	0.0291225	0.0431074	0.120117	0.439209	-0.921387	1529906056099	-64	89
RUpArm	00b411db	-0.815728	0.0146779	-0.0469937	0.576337	-0.53445	-0.531093	9.7592	-0.00205128	0.00698257	-0.0311963	0.0883789	0.449463	-0.857666	1529906056143	-68	88
RFoArm	00b41204	-0.685163	-0.00685429	-0.204193	0.699149	-0.503755	-1.8935	13.2934	0.0318571	0.00426773	0.00709969	0.106445	0.611328	-0.841553	1529906056147	-60	90
Waist	00b411f7	-0.188319	-0.743122	0.35889	-0.53245	9.43671	-0.805361	-2.08056	0.0143761	-0.00176952	-0.00723469	-0.83374	0.472168	0.247314	1529906056144	-50	89
Lthigh	00b411f4	-0.50858	0.576439	0.397823	0.500802	9.89826	-0.874002	0.859497	0.0504854	0.0257835	0.00439976	-0.938965	0.493164	-0.103027	1529906056147	-50	89
Lshank	00b4111b	-0.561786	0.536285	0.440937	0.449855	9.7595	-1.59743	0.590409	0.032196	0.0250621	-0.00360582	-0.922363	0.474121	-0.226807	1529906056147	-50	87
Rthigh	00b411c8	0.67509	0.0753059	-0.730531	-0.0700509	9.8113	0.769254	0.513362	0.0193985	0.0447374	0.00763692	-1.01855	0.291992	-0.219727	1529906056149	-50	89
Rshank	00b411ee	0.485841	-0.530944	-0.495399	-0.486454	9.85798	-0.00449481	-0.0710398	0.0137584	0.0213905	0.0172631	-1.02637	0.447754	0.0241699	1529906056149	-51	91
