Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.684988	0.283658	0.424652	0.519615	8.9217	0.0432118	5.16411	-0.00847384	0.0158245	-0.029159	-0.765381	0.398926	-0.388916	1529905027822	-62	92
Throax	00b411e8	-0.656767	0.322077	0.357935	0.58035	8.27346	-0.0755334	5.62255	0.0162455	0.012378	-0.026566	-0.609619	0.317383	-0.456543	1529905027823	-51	92
LUpArm	00b411d9	0.661806	0.141727	-0.050502	-0.734422	-0.693816	2.31193	10.6055	0.0170441	0.00445964	-0.0173136	0.0407715	0.105713	-0.984131	1529905027799	-79	92
LFoArm	00b41148	0.773744	0.0592146	-0.034789	-0.629765	-0.189039	1.22498	9.71411	0.00407681	-0.00319524	-0.0288373	0.166016	0.360596	-0.944336	1529905027826	-60	92
RUpArm	00b411db	-0.703579	0.0149768	-0.0434895	0.709127	-0.473076	-0.645311	9.76352	0.00315511	0.019528	-0.018429	0.111816	0.462646	-0.85083	1529905027844	-59	92
RFoArm	00b41204	-0.764681	0.0309242	-0.00664479	0.643632	-0.162459	-1.46959	13.3842	0.0757504	0.0307126	-0.02836	0.078125	0.563721	-0.880859	1529905027823	-64	93
Waist	00b411f7	0.487596	-0.553124	-0.472172	-0.483071	9.7899	-1.10723	-0.238594	0.0320659	0.0909114	-0.0155156	-0.843994	0.500732	0.0529785	1529905027845	-50	92
Lthigh	00b411f4	-0.479355	0.51675	0.527433	0.474345	9.74202	-0.834482	-0.250615	0.0026557	0.0237092	-0.0140269	-0.932861	0.509277	0.0600586	1529905027825	-50	92
Lshank	00b4111b	-0.643722	0.359069	0.631485	0.240661	9.69586	-1.70646	-0.367985	0.00475392	0.0105288	-0.0198258	-0.919922	0.527344	-0.0756836	1529905027823	-49	91
Rthigh	00b411c8	0.491409	-0.429654	-0.574659	-0.493642	9.81592	0.798642	-0.104106	0.014474	0.0130123	-0.0016287	-1.02661	0.33374	-0.111084	1529905027826	-49	92
Rshank	00b411ee	0.538333	-0.414251	-0.601756	-0.4201	9.83743	0.594142	-0.52996	0.0312129	0.0144761	-0.00483897	-1.05835	0.400879	0.0090332	1529905027826	-52	93
