Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.560473	0.402613	0.334015	0.642033	9.21445	-0.0283927	4.65097	0.0152037	-0.0293188	-0.0147263	-0.788086	0.406982	-0.331055	1529902733777	-57	99
Throax	00b411e8	-0.783477	0.193174	0.469937	0.35778	8.74173	0.260813	4.89884	-0.0128558	0.0182588	-0.0328419	-0.669189	0.282715	-0.382324	1529902733777	-50	99
LUpArm	00b411d9	0.821856	0.0278958	-0.00311463	-0.569003	-0.152273	0.525985	10.9361	0.0310795	0.0472061	-0.00543152	0.0639648	0.254883	-0.944824	1529902733780	-58	99
LFoArm	00b41148	0.827741	-0.0533784	0.0263108	-0.557945	0.201635	-1.1238	9.77798	0.0365542	0.0419988	-0.0120015	0.180664	0.570801	-0.848877	1529902733780	-58	99
RUpArm	00b411db	-0.717849	0.0274065	-0.0516881	0.693736	-0.358678	-0.87484	9.7112	0.00911014	0.022139	-0.0182012	0.060791	0.482178	-0.846436	1529902733775	-63	98
RFoArm	00b41204	-0.778487	-0.0931651	-0.0587806	0.617918	-0.321473	-0.633822	13.4566	0.0235819	0.0223738	-0.034559	0.117432	0.492188	-0.926025	1529902733780	-66	99
Waist	00b411f7	-0.0727305	-0.694111	0.0572632	-0.713892	9.89592	0.167453	0.445869	0.00444629	0.0299773	-0.0210954	-0.915771	0.372803	0.000732422	1529902733777	-49	99
Lthigh	00b411f4	-0.680516	-0.128821	0.70181	-0.166629	9.83554	-0.412555	-0.103291	-0.00204767	0.0305469	-0.0134437	-0.970947	0.442139	0.0263672	1529902733780	-51	99
Lshank	00b4111b	-0.706253	0.0158545	0.705829	-0.0525427	9.82632	-0.82004	0.0759224	0.0071499	0.00927227	-0.0150861	-0.963135	0.45166	-0.0681152	1529902733780	-50	98
Rthigh	00b411c8	0.555422	-0.443115	-0.543594	-0.446835	9.83623	-0.0364688	0.145984	-0.016893	0.0274024	0.00303177	-1.00122	0.419678	-0.097168	1529902733783	-50	99
Rshank	00b411ee	0.533785	-0.408142	-0.599277	-0.435157	9.85665	0.722274	-0.399132	-0.0216282	0.00506834	9.47311e-05	-1.06323	0.358887	-0.0358887	1529902733783	-51	99
