Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.630019	0.345326	0.407121	0.563985	9.25266	0.22602	4.77079	-0.0660152	-0.00842559	0.0132578	-0.795654	0.381104	-0.356689	1529826427451	-50	93
Throax	00b411e8	0.569682	-0.362328	-0.317528	-0.66585	8.36268	-0.0413845	5.35387	-0.000280224	0.00837945	0.00129374	-0.652344	0.295654	-0.411133	1529826427451	-54	93
LUpArm	00b411d9	0.777574	0.0671961	-0.0847279	-0.619422	0.379899	2.81195	10.6239	-0.0539099	-0.0164524	0.021698	-0.0549316	0.0449219	-0.998291	1529826427452	-56	93
LFoArm	00b41148	0.813002	-0.0934311	-0.0554191	-0.572038	1.96225	-1.0024	9.78897	0.220295	-0.016341	-0.0329828	-0.0187988	0.553955	-0.872803	1529826427471	-58	93
RUpArm	00b411db	0.753161	-0.22886	0.111661	-0.606551	0.95159	-4.65182	8.48669	-0.120991	-0.0402899	-0.019738	-0.0227051	0.768555	-0.59082	1529826427449	-73	92
RFoArm	00b41204	0.818443	-0.0142761	-0.188973	-0.542436	1.24375	1.27339	13.1075	-0.0206461	-0.00730991	0.00378097	-0.114502	0.307617	-1.01465	1529826427450	-56	93
Waist	00b411f7	0.540012	-0.435255	-0.514789	-0.503917	9.80486	0.531582	1.6302	0.0504114	0.0327736	-0.0271564	-0.912598	0.342773	-0.12207	1529826427471	-49	93
Lthigh	00b411f4	0.417135	-0.593925	-0.471374	-0.501056	9.77221	0.281262	-0.623934	-0.020855	0.0333198	-0.0141544	-0.969971	0.383789	0.24707	1529826427472	-49	93
Lshank	00b4111b	0.443726	-0.521138	-0.523419	-0.5075	9.91026	0.533663	-0.457488	0.0160635	-0.0145349	-0.0177455	-1.01709	0.35083	0.138428	1529826427449	-57	92
Rthigh	00b411c8	0.393335	-0.61267	-0.489621	-0.479786	9.46655	-0.186107	-2.02446	0.0111301	0.0212001	0.00469356	-0.924561	0.418457	0.28833	1529826427449	-57	93
Rshank	00b411ee	0.359745	-0.634778	-0.392466	-0.56001	9.84006	-0.190282	-1.05685	-0.00407757	0.000331132	0.00119087	-1.02197	0.449951	0.172363	1529826427452	-61	94
