Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.577335	0.458239	0.393341	0.549531	9.4496	-0.781085	3.34964	-0.05035	0.0757355	0.0677224	-0.805664	0.477295	-0.181152	1529826946200	-49	91
Throax	00b411e8	0.548518	-0.384508	-0.350928	-0.654317	8.80899	0.0744824	4.57549	-0.00836946	0.0655313	-0.0134808	-0.695068	0.27832	-0.36792	1529826946199	-53	91
LUpArm	00b411d9	0.730439	0.113921	-0.162285	-0.653563	0.788838	3.90424	9.41245	0.0226661	0.00996359	-0.126328	-0.121826	-0.0578613	-1.00903	1529826946201	-56	91
LFoArm	00b41148	0.793155	-0.110691	-0.106167	-0.58939	2.32692	-0.919258	7.26169	-0.603649	-0.179163	0.146086	-0.101074	0.507324	-0.891846	1529826946196	-60	91
RUpArm	00b411db	0.713527	-0.23659	0.0559957	-0.657091	2.20246	-4.05755	8.26791	0.0198134	0.0163355	0.0453603	-0.129639	0.71582	-0.657227	1529826946197	-65	91
RFoArm	00b41204	0.710297	0.119957	-0.281894	-0.633738	2.19874	3.10478	11.9582	-0.0313796	-0.00862646	-0.172522	-0.167236	0.121094	-1.0498	1529826946199	-57	91
Waist	00b411f7	0.520958	-0.410462	-0.496527	-0.559986	9.75651	0.687316	2.16728	-0.00850923	0.0516905	0.00476506	-0.917725	0.310547	-0.200195	1529826946193	-49	91
Lthigh	00b411f4	0.375035	-0.563105	-0.541274	-0.499283	9.66026	0.541981	-0.949204	0.00395985	0.0159299	0.000124294	-0.972656	0.348389	0.299072	1529826946197	-56	91
Lshank	00b4111b	0.533202	-0.418313	-0.60675	-0.415409	9.85377	0.605193	-0.379071	-0.00216648	0.00301788	-0.00154022	-1.02075	0.327881	0.147705	1529826946197	-56	90
Rthigh	00b411c8	0.384233	-0.612936	-0.484998	-0.491378	9.56128	-0.264116	-1.77132	-0.00422052	0.0116089	0.0155878	-0.923096	0.431641	0.278809	1529826946197	-50	91
Rshank	00b411ee	0.388212	-0.61719	-0.401298	-0.554372	9.89694	-0.290668	-0.759491	-0.0110495	-0.00661933	0.0139313	-1.02051	0.467773	0.151611	1529826946202	-55	93
