Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.544243	-0.53262	-0.316928	-0.565395	9.88345	-0.799503	2.7127	0.0161859	0.107682	0.0267505	-0.806885	0.498535	-0.097168	1529828821722	-50	86
Throax	00b411e8	-0.699524	0.329633	0.316898	0.549166	8.32123	-0.877038	5.92066	-0.0333569	0.0166505	-0.0386888	-0.559814	0.376221	-0.501221	1529828821721	-50	85
LUpArm	00b411d9	0.922067	0.0598267	0.00768245	-0.382302	0.349018	2.2135	11.4739	0.341518	-0.146995	-0.0224124	0.013916	0.164795	-0.974121	1529828821722	-62	86
LFoArm	00b41148	-0.824496	0.0149059	0.0510734	0.563362	0.903023	0.127906	9.61112	-0.486401	-0.49844	0.178034	0.0756836	0.438721	-0.927979	1529828821716	-65	85
RUpArm	00b411db	-0.810143	0.215062	-0.0928476	0.537397	0.547885	-4.29444	9.18342	-0.416599	-0.0410871	-0.144656	0.109619	0.731689	-0.641113	1529828821718	-78	85
RFoArm	00b41204	-0.705083	-0.0746228	-0.00634452	0.705159	0.716356	0.552925	14.6452	0.521227	-0.168616	-0.226024	0.0632324	0.387939	-0.98291	1529828821721	-59	86
Waist	00b411f7	-0.590435	0.390049	0.488406	0.510596	9.76796	0.819173	2.09348	-0.0346671	0.15274	-0.0200223	-0.910156	0.286865	-0.271973	1529828821716	-51	85
Lthigh	00b411f4	-0.69415	0.101171	0.704546	0.107403	9.91283	0.617266	-0.0932974	0.00770622	0.00108556	-0.00658103	-1.00171	0.356445	0.105225	1529828821717	-49	86
Lshank	00b4111b	0.659448	0.129582	-0.729095	0.129451	9.77701	1.67261	-0.324953	-0.0158502	-0.0418518	-0.014645	-1.06323	0.227051	0.128906	1529828821718	-60	84
Rthigh	00b411c8	-0.536531	0.410099	0.638912	0.368436	9.66879	0.122899	-1.29764	-0.0716606	0.0082487	0.0225523	-0.991455	0.351807	0.0366211	1529828821719	-56	86
Rshank	00b411ee	-0.463472	0.538917	0.499735	0.495002	9.86025	0.351325	-0.799646	-0.0539501	-0.01117	0.0012058	-1.0813	0.411865	-0.00488281	1529828821722	-52	88
