Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.557917	-0.404993	-0.449501	-0.568031	9.74929	0.500548	2.8646	0.0282775	0.00763057	-0.0107078	-0.827881	0.356201	-0.287598	1529824322207	-50	99
Throax	00b411e8	0.569419	-0.396447	-0.359868	-0.623768	9.03243	-0.064841	4.37425	-0.0246368	0.00640479	-0.00921806	-0.674316	0.304688	-0.371338	1529824322207	-49	99
LUpArm	00b411d9	0.755782	0.1456	-0.00171107	-0.638429	-1.22754	2.62518	10.4613	0.0178941	-0.0132373	0.00500161	0.153076	0.0732422	-0.974365	1529824322207	-63	99
LFoArm	00b41148	0.829556	-0.0378127	-0.00530852	-0.557117	0.637815	-0.456787	9.81634	-0.0588608	-0.0175352	0.0320119	0.177246	0.500732	-0.882812	1529824322202	-65	99
RUpArm	00b411db	0.767392	-0.151062	0.110639	-0.613228	-0.000298805	-3.56568	9.05798	-0.0500857	-0.0222478	0.0063668	0.151611	0.668457	-0.686523	1529824322205	-60	99
RFoArm	00b41204	0.655071	0.130177	-0.0232355	-0.743906	0.37716	-0.67954	13.5797	0.0617481	0.0137247	0.00716744	0.0817871	0.468262	-0.940186	1529824322205	-57	99
Waist	00b411f7	0.504907	-0.454857	-0.490711	-0.545323	9.87021	0.585138	1.08637	0.00613898	0.0341454	-0.0102348	-0.930664	0.31665	-0.134277	1529824322202	-49	99
Lthigh	00b411f4	0.499855	-0.491377	-0.495216	-0.513278	9.88998	-0.0398933	0.364838	-0.0316566	0.0289529	-0.0235774	-0.993164	0.396973	-0.0686035	1529824322202	-50	99
Lshank	00b4111b	0.487605	-0.504146	-0.504284	-0.503761	9.88498	0.0718776	-0.199676	-0.020997	0.0137981	-0.0234528	-1.01514	0.361816	-0.0424805	1529824322205	-50	99
Rthigh	00b411c8	0.404732	-0.553834	-0.514808	-0.51423	9.62546	0.623954	-1.30736	-0.0394658	0.0199617	0.00214544	-0.983643	0.327881	0.153564	1529824322205	-50	99
Rshank	00b411ee	0.441023	-0.57852	-0.433717	-0.531697	9.87263	-0.521148	-0.409001	-0.02417	0.0129772	-0.00696681	-1.03076	0.498291	-0.0244141	1529824322207	-53	99
