Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.679591	-0.231519	-0.254905	-0.647749	7.03508	-0.000872301	8.24193	-0.00350855	-0.0263398	0.0223294	-0.521973	0.412842	-0.678467	1540887480813	-60	96
Throax	00b411e8	0.549108	-0.43514	-0.401057	-0.590158	9.60323	-0.408781	2.76392	-0.00916663	-0.0349185	-0.0180425	-0.710693	0.353271	-0.226807	1540887480838	-60	93
LUpArm	00b411d9	0.672486	0.123229	-0.0267989	-0.729287	-0.664857	2.4028	10.7033	-0.0151355	-0.00562015	0.00796166	0.036377	0.10376	-0.96582	1540887480841	-62	92
LFoArm	00b41148	0.754034	-0.0750456	0.187976	-0.624873	-1.59923	-3.56152	9.06236	-0.0803344	-0.0104796	-0.000403168	0.255127	0.780518	-0.643311	1540887480842	-63	92
RUpArm	00b411db	0.785041	-0.107478	0.0852852	-0.604058	0.0947687	-3.14711	9.34169	-0.0255651	0.00626434	-0.0141729	0.152344	0.646484	-0.695801	1540887480839	-74	92
RFoArm	00b41204	0.706142	0.22196	0.0182819	-0.672133	-1.83143	0.90005	13.7819	0.0148974	0.00611858	-0.000323278	0.359619	0.314941	-0.884766	1540887480842	-62	94
Waist	00b411f7	0.549575	-0.423375	-0.475235	-0.541177	9.89286	-0.308519	1.92411	0.0129948	0.00386443	-0.0166653	-0.851807	0.429932	-0.175293	1540887480835	-61	92
Lthigh	00b411f4	0.516389	-0.515875	-0.493456	-0.472987	9.69527	-1.38164	-0.339551	-0.0171413	0.0245645	-0.0105981	-0.9104	0.540527	0.00341797	1540887480863	-56	93
Lshank	00b4111b	0.629245	-0.314099	-0.629893	-0.329586	9.92941	0.0134089	0.131108	0.00372212	0.0101214	-0.0114428	-0.986572	0.286377	-0.239746	1540887480863	-53	92
Rthigh	00b411c8	0.345986	-0.602806	-0.411346	-0.589672	9.76585	0.664946	-0.583662	0.00376881	0.0129973	0.0079969	-0.95752	0.3479	0.244385	1540887480841	-53	70
Rshank	00b411ee	0.472178	-0.498242	-0.532378	-0.495354	9.87447	0.251357	-0.689097	0.00704565	0.0104606	0.000150929	-1.04736	0.462891	0.0581055	1540887480844	-57	94
