Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.630544	-0.347389	-0.307945	-0.622017	8.90303	-0.655996	5.75872	0.0457012	-0.0381271	-0.0149341	-0.698242	0.476562	-0.475586	1540885708841	-50	100
Throax	00b411e8	0.472152	-0.527576	-0.429837	-0.560335	9.85203	-0.0566548	0.79594	-0.0146529	-0.0191104	-0.0124547	-0.781494	0.33252	-0.0234375	1540885708842	-50	98
LUpArm	00b411d9	0.762835	0.0306873	0.0231421	-0.64545	-0.0351777	0.333229	10.9313	0.0166525	-0.00641359	-0.0296601	0.0136719	0.299072	-0.923096	1540885708844	-56	98
LFoArm	00b41148	0.762058	-0.0956564	0.166514	-0.618378	-1.23652	-3.37477	9.04779	0.0237567	-0.00159455	-0.00194579	0.221436	0.786865	-0.654541	1540885708845	-56	98
RUpArm	00b411db	0.736834	-0.0525808	0.0420584	-0.672712	0.273292	-1.0217	9.76459	0.0578227	-0.000344903	0.000956447	0.0588379	0.532715	-0.81665	1540885708842	-68	97
RFoArm	00b41204	0.592604	0.274312	0.0151129	-0.757195	-1.50771	1.32483	13.8331	0.00517591	0.0249919	-0.029685	0.288574	0.310547	-0.935791	1540885708846	-60	99
Waist	00b411f7	0.548473	-0.478985	-0.446738	-0.519784	9.88701	-0.502685	1.45697	-0.00486056	0.0237414	-0.0146958	-0.861816	0.462158	-0.10791	1540885708863	-49	97
Lthigh	00b411f4	0.576305	-0.519053	-0.496039	-0.390387	9.61474	-1.77926	-0.213786	-0.00100134	0.0250302	-0.0139154	-0.909912	0.573242	-0.0275879	1540885708842	-50	98
Lshank	00b4111b	0.648065	-0.360907	-0.607713	-0.283623	9.84041	-0.918434	0.0984244	0.0015284	0.0247496	-0.0240782	-0.99707	0.429932	-0.221924	1540885708842	-54	98
Rthigh	00b411c8	0.398999	-0.581793	-0.456715	-0.541967	9.63792	0.397519	-0.922914	-0.0221301	0.0219358	0.00827815	-0.957275	0.394043	0.218262	1540885708845	-50	75
Rshank	00b411ee	0.479094	-0.484662	-0.550692	-0.481986	9.81731	0.692772	-0.678915	-0.00934327	0.0158528	-0.00294166	-1.09644	0.394043	0.079834	1540885708847	-50	99
