Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.565608	-0.380131	-0.334944	-0.650692	9.01134	0.451865	5.30208	0.0671517	-0.202106	-0.068961	-0.803467	0.359131	-0.369385	1529923625605	-58	96
Throax	00b411e8	0.58065	-0.366634	-0.315763	-0.654766	8.44845	-0.0244234	5.28115	0.00499943	0.0230176	-0.0145692	-0.645996	0.302246	-0.427734	1529923625605	-49	96
LUpArm	00b411d9	0.757406	0.000405464	0.0857258	-0.647292	-0.748023	-0.550497	10.8285	0.0053596	0.0112078	-0.01267	0.0534668	0.369629	-0.897705	1529923625605	-61	96
LFoArm	00b41148	0.755886	-0.0999663	0.104347	-0.638557	-0.326493	-2.89549	9.31803	0.070459	0.00778729	-0.0160515	0.140381	0.716553	-0.74585	1529923625608	-59	96
RUpArm	00b411db	0.75127	-0.150577	0.142524	-0.626583	-0.121284	-3.94592	8.9371	0.0632085	0.0103425	0.00646591	0.117432	0.703369	-0.663818	1529923625605	-80	96
RFoArm	00b41204	0.609005	0.130243	-0.028015	-0.781898	0.118181	0.897101	13.5296	-0.0586387	0.00554824	-0.0312102	0.0390625	0.348877	-0.994629	1529923625607	-60	96
Waist	00b411f7	0.5174	-0.437628	-0.477722	-0.559071	9.79772	0.822785	1.72084	-0.0282387	-0.0713754	0.00347325	-0.931885	0.290771	-0.174072	1529923625607	-49	96
Lthigh	00b411f4	0.499908	-0.491609	-0.583482	-0.409831	9.65139	0.102316	-1.04877	0.061975	0.0272326	-0.0290163	-1	0.369629	0.095459	1529923625607	-50	96
Lshank	00b4111b	0.55887	-0.454043	-0.577304	-0.385006	9.8524	0.04707	-0.496641	0.043781	0.0250661	-0.0335429	-1.02344	0.333984	-0.00634766	1529923625610	-50	96
Rthigh	00b411c8	0.423009	-0.557822	-0.520152	-0.489224	9.58547	0.433251	-1.47587	-0.0234651	0.0259166	-0.00741866	-0.999268	0.386719	0.184082	1529923625610	-50	96
Rshank	00b411ee	0.422564	-0.574281	-0.491381	-0.500185	9.7504	0.118088	-1.52618	-0.00662866	0.0231157	-0.00988672	-1.01831	0.416992	0.200195	1529923625602	-49	97
