Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.639285	-0.341695	-0.346702	-0.595278	8.48882	0.383801	6.30802	-0.000886244	-0.0332114	-0.01456	-0.761719	0.375488	-0.455566	1529926017374	-59	89
Throax	00b411e8	0.601425	-0.382184	-0.334067	-0.616947	8.70501	-0.331757	4.88923	-0.000744704	0.0201001	-0.0411256	-0.679688	0.333008	-0.355713	1529926017374	-50	89
LUpArm	00b411d9	0.697353	-0.0104933	0.0845636	-0.711644	-0.723114	-1.10611	10.7606	0.119452	0.0117093	0.00921813	0.0270996	0.404785	-0.886963	1529926017375	-62	89
LFoArm	00b41148	0.79048	-0.102494	0.0978516	-0.595871	-0.327212	-2.8443	9.37454	0.077181	0.0187638	-0.00687046	0.12915	0.716553	-0.748047	1529926017378	-71	89
RUpArm	00b411db	0.818071	-0.135183	0.0969007	-0.550541	-0.073399	-3.028	9.17432	0.110269	-6.83048e-05	-0.0359712	0.0996094	0.657471	-0.716309	1529926017374	-60	89
RFoArm	00b41204	0.943159	-0.0194072	0.123934	-0.307758	-0.32168	-0.464633	13.3563	0.0245921	-0.0114908	-0.0492797	0.103271	0.468262	-0.94458	1529926017377	-68	90
Waist	00b411f7	0.30025	-0.689841	-0.418115	-0.509067	9.83037	0.818895	0.303323	-0.0264705	0.0571729	-0.0194882	-0.940674	0.299072	-0.0146484	1529926017377	-49	89
Lthigh	00b411f4	0.459402	-0.645258	-0.0349797	-0.6094	9.61694	0.0520795	-1.19797	-0.00218739	-0.0164296	-0.0150153	-1.0022	0.369629	0.081543	1529926017375	-49	89
Lshank	00b4111b	0.646317	-0.0780849	-0.756377	0.0638013	9.84591	-0.912302	0.187887	0.00692394	-0.0106341	-0.0200663	-0.962158	0.482422	0.0563965	1529926017379	-62	88
Rthigh	00b411c8	0.44466	-0.549065	-0.543541	-0.453176	9.70736	0.271584	-1.08421	0.00349916	-0.0171272	0.00183398	-1.00244	0.408691	0.181152	1529926017379	-56	89
Rshank	00b411ee	0.496685	-0.496057	-0.584681	-0.40667	9.77307	-0.0398155	-1.28369	0.000599502	-0.0151978	-0.00365333	-1.03979	0.440918	0.0791016	1529926017371	-50	91
