Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.60835	-0.391301	-0.372748	-0.581251	9.19642	-0.708589	4.79835	-0.11284	-0.161185	-0.296752	-0.783936	0.457031	-0.33374	1529924469103	-56	94
Throax	00b411e8	0.666961	-0.325515	-0.365445	-0.561831	8.44079	-0.13879	5.42023	0.0401668	0.0413183	-0.0421577	-0.634033	0.330566	-0.433594	1529924469103	-50	94
LUpArm	00b411d9	0.73658	0.0178009	0.0392089	-0.674979	-0.297919	-0.599977	10.8121	0.133143	-0.0123223	0.00134627	0.0256348	0.355225	-0.913086	1529924469104	-60	94
LFoArm	00b41148	0.800761	-0.0956777	0.0577561	-0.588465	0.0524921	-2.13914	9.82928	-0.0463918	-0.0289063	0.0385325	0.108887	0.675049	-0.797852	1529924469107	-61	94
RUpArm	00b411db	0.723544	-0.150674	0.121005	-0.662676	0.270479	-3.87752	9.21295	0.144242	-0.0649779	-0.000707151	0.076416	0.692383	-0.693604	1529924469104	-59	94
RFoArm	00b41204	0.866977	-0.0666445	-0.0711309	-0.488723	-0.0327243	-0.131906	13.4886	0.0737703	-0.0585208	0.037159	0.0827637	0.444336	-0.963135	1529924469106	-63	94
Waist	00b411f7	0.544206	-0.426278	-0.53387	-0.48694	9.90454	0.495437	1.56783	0.0277841	0.12237	-0.0260427	-0.915039	0.349365	-0.15625	1529924469106	-49	94
Lthigh	00b411f4	0.503203	-0.473753	-0.628117	-0.35751	9.46243	-0.498919	-1.6449	0.0281814	0.0438564	-0.0125441	-0.98877	0.408691	0.108887	1529924469104	-50	94
Lshank	00b4111b	0.466311	-0.568006	-0.468179	-0.490645	9.81799	-0.835369	-0.363113	0.00557243	0.0147225	0.00496051	-0.964844	0.490723	0.12085	1529924469108	-53	93
Rthigh	00b411c8	0.449296	-0.542871	-0.548032	-0.450649	9.55819	0.00176673	-1.52808	0.0629242	0.0223092	0.0215756	-0.992432	0.432861	0.164795	1529924469108	-65	94
Rshank	00b411ee	0.465651	-0.546524	-0.547333	-0.430009	9.67977	-0.440013	-1.8862	0.0187233	0.0202629	0.0151584	-1.03027	0.487305	0.092041	1529924469100	-51	95
