Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.57715	-0.404566	-0.386573	-0.594798	9.12307	-0.197304	4.71408	-0.0613305	-0.031066	-0.041703	-0.811523	0.43042	-0.292725	1529922883857	-59	98
Throax	00b411e8	-0.709733	0.284824	0.397216	0.50732	8.59807	0.0947121	5.32748	-0.0452255	0.0801186	-0.000162813	-0.652832	0.310791	-0.425781	1529922883857	-51	99
LUpArm	00b411d9	-0.973239	0.00449868	-0.00815917	0.229607	0.422359	-0.0363066	10.7839	-0.0635096	0.110439	0.00261139	-0.0490723	0.330566	-0.926025	1529922883858	-66	98
LFoArm	00b41148	0.537408	-0.144642	0.120184	-0.822087	1.23121	-3.50874	8.75924	0.05726	0.118611	0.0198611	0.0234375	0.7854	-0.694092	1529922883860	-76	98
RUpArm	00b411db	0.370593	-0.11498	0.164798	-0.906798	0.958023	-3.51593	8.9623	-0.0204204	0.120413	0.0226494	0.0192871	0.705322	-0.67749	1529922883858	-68	98
RFoArm	00b41204	0.0918701	-0.13338	-0.110382	-0.980605	1.04061	1.46005	13.2737	-0.00638987	0.128472	-0.0313648	-0.0449219	0.294678	-1.02295	1529922883860	-57	99
Waist	00b411f7	-0.544732	0.435337	0.457605	0.551676	9.81793	0.349675	2.09409	-0.0488244	0.0687631	0.0111542	-0.894043	0.360352	-0.201416	1529922883860	-49	98
Lthigh	00b411f4	0.637773	-0.158364	-0.740025	-0.14328	9.54131	0.0793738	-1.38611	0.0548377	-0.00790095	-0.0499742	-0.986328	0.404053	0.129883	1529922883858	-50	98
Lshank	00b4111b	0.511725	-0.491125	-0.519963	-0.475996	9.86713	-0.152187	-0.236764	0.0996199	-0.0366761	-0.0519994	-1.00952	0.393311	0.00390625	1529922883862	-63	98
Rthigh	00b411c8	0.0315964	-0.749694	-0.0738398	-0.656893	9.75774	0.558323	-0.921593	-0.0415453	0.048718	-0.0203844	-1.01245	0.380127	0.17041	1529922883835	-50	99
Rshank	00b411ee	0.409182	-0.570817	-0.449643	-0.551869	9.86031	0.256691	-0.361342	0.00881191	-0.0428881	-0.0742718	-1.05298	0.383545	0.198486	1529922883854	-58	99
