Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.645942	-0.33718	-0.300693	-0.615348	8.34157	-0.19594	6.44756	0.0155132	-0.0974484	0.0354627	-0.719971	0.424072	-0.477295	1529925525775	-66	91
Throax	00b411e8	0.668897	-0.347736	-0.322688	-0.572302	8.31177	-0.783076	5.52097	0.0129565	0.0677759	-0.0169329	-0.60791	0.385254	-0.430908	1529925525776	-50	91
LUpArm	00b411d9	0.686677	0.00416122	0.0693009	-0.72364	-0.353039	-0.309326	10.8437	-0.0233974	0.0358846	0.0242166	0.0534668	0.358887	-0.904053	1529925525776	-58	91
LFoArm	00b41148	0.710719	-0.0980778	0.0847432	-0.691432	0.183527	-2.59833	9.41578	0.0412842	0.0148257	0.02471	0.138916	0.701416	-0.769775	1529925525753	-68	91
RUpArm	00b411db	0.75572	-0.185732	0.1346	-0.613412	0.233423	-4.01717	8.87119	0.141711	0.00441689	0.0491172	0.0720215	0.74707	-0.625	1529925525776	-63	90
RFoArm	00b41204	0.91679	0.020515	0.108456	-0.383813	0.410254	-0.206974	13.2565	0.0555196	0.0239494	0.0478474	-0.00537109	0.494141	-0.936523	1529925525778	-63	91
Waist	00b411f7	0.691346	-0.160517	-0.682837	-0.173231	9.8641	0.276563	0.264588	0.0202292	0.0568248	-0.0152625	-0.91748	0.35791	-0.0734863	1529925525778	-50	91
Lthigh	00b411f4	0.55545	-0.452254	-0.622361	-0.315608	9.56716	-0.379627	-1.29668	0.014222	-0.0293855	-0.0170016	-0.996826	0.389648	0.0319824	1529925525776	-49	91
Lshank	00b4111b	0.681989	-0.0430316	-0.729078	0.0385307	9.76383	-0.87942	-0.312997	0.0307512	-0.0212178	-0.0113263	-0.994629	0.370117	-0.16748	1529925525781	-54	89
Rthigh	00b411c8	0.448443	-0.53737	-0.559418	-0.444053	9.6437	0.510832	-1.32984	0.0926095	-0.0147211	-0.0167582	-1.00903	0.404297	0.163086	1529925525780	-59	91
Rshank	00b411ee	0.532177	-0.448244	-0.634386	-0.33678	9.76817	-0.185204	-1.54194	0.0309804	-0.0439412	-0.0178917	-1.03857	0.469727	0.0375977	1529925525772	-62	92
