Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.560888	-0.407135	-0.333966	-0.638837	9.23673	-0.341119	4.76596	0.0303698	0.144804	-0.035751	-0.794434	0.443604	-0.305664	1529923012832	-54	98
Throax	00b411e8	-0.639391	0.319104	0.345552	0.608231	8.39079	0.0400906	5.61844	-0.0429076	-0.000644054	-0.0808427	-0.613281	0.302002	-0.486816	1529923012832	-51	98
LUpArm	00b411d9	-0.829217	0.010057	-0.0749372	0.553789	-0.134776	-0.808725	10.9894	0.0557335	-0.054134	-0.015069	0.0400391	0.393799	-0.88916	1529923012832	-61	98
LFoArm	00b41148	0.767098	-0.149112	0.0986856	-0.616107	0.457243	-3.49134	9.26898	-0.0157066	-0.0358014	-0.042385	0.121582	0.779785	-0.700684	1529923012835	-60	98
RUpArm	00b411db	0.728729	-0.155443	0.132771	-0.653578	0.318724	-3.9704	8.98789	-0.0963009	-0.036184	-0.0757265	0.0974121	0.712158	-0.661621	1529923012832	-63	98
RFoArm	00b41204	0.426437	0.0554404	-0.142609	-0.891482	0.530951	0.785359	13.6282	0.117767	-0.0365669	-0.0383517	0.0429688	0.357666	-0.99707	1529923012835	-60	98
Waist	00b411f7	-0.55868	0.404201	0.481814	0.540698	9.83017	0.537383	2.14032	0.0191084	-0.113236	-0.0715238	-0.894775	0.330078	-0.258057	1529923012835	-49	98
Lthigh	00b411f4	0.598943	-0.322829	-0.675796	-0.283459	9.70725	-0.0855259	-1.22038	-0.0333404	-0.0318931	0.00848014	-0.992676	0.395996	0.0600586	1529923012833	-52	98
Lshank	00b4111b	0.542043	-0.466119	-0.532264	-0.453452	9.88716	-0.292851	0.00864513	0.0329601	0.0130225	-0.00315207	-1.00049	0.396484	-0.0854492	1529923012837	-50	98
Rthigh	00b411c8	0.270314	-0.675518	-0.322061	-0.605709	9.69304	0.250006	-1.2013	0.00766049	-0.0575613	0.00222155	-1.00562	0.424072	0.114746	1529923012837	-49	98
Rshank	00b411ee	0.422953	-0.582375	-0.44605	-0.531967	9.82067	-0.163211	-0.768343	-0.0223999	0.0403127	0.0252361	-1.02051	0.469971	0.174316	1529923012829	-56	98
