Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.54668	-0.425915	-0.33083	-0.640538	9.18712	0.498115	4.71708	0.0133907	0.0457336	0.0304899	-0.820312	0.384766	-0.324707	1529923190054	-58	97
Throax	00b411e8	-0.656753	0.326198	0.364152	0.574164	8.48375	-0.108286	5.26453	0.0122848	-0.0014858	-0.0477215	-0.633545	0.31958	-0.442627	1529923190057	-49	98
LUpArm	00b411d9	-0.732189	-0.0100431	-0.0765708	0.676709	-0.780358	-0.535064	10.7736	-0.0737779	0.0184895	0.00440098	0.0834961	0.360596	-0.906494	1529923190057	-60	97
LFoArm	00b41148	0.773522	-0.0830972	0.100479	-0.620211	-0.426688	-2.60712	9.41714	-0.022944	0.0489582	-0.0274095	0.172119	0.70166	-0.758789	1529923190060	-59	98
RUpArm	00b411db	0.769124	-0.165682	0.137006	-0.601853	-0.209603	-4.00241	8.93453	0.0265621	0.00708958	-0.0559616	0.140381	0.729736	-0.638672	1529923190057	-60	97
RFoArm	00b41204	0.576951	0.152358	0.0216956	-0.802149	0.116329	0.291665	13.7283	0.146516	-0.0149301	-0.078568	0.0588379	0.444336	-0.963135	1529923190058	-69	98
Waist	00b411f7	-0.550994	0.414318	0.506846	0.517546	9.69957	0.847265	1.46939	0.0010533	0.0146017	-0.058271	-0.92627	0.3125	-0.178955	1529923190060	-49	97
Lthigh	00b411f4	0.499243	-0.508178	-0.550344	-0.435469	9.70478	-0.107759	-1.10769	-0.0225915	0.00382679	-0.0214466	-0.991455	0.41748	0.0876465	1529923190058	-50	98
Lshank	00b4111b	0.554734	-0.459209	-0.536754	-0.43965	9.87969	-0.331166	0.0817897	-0.0227166	0.022082	-0.04048	-0.991943	0.417236	-0.0856934	1529923190036	-51	97
Rthigh	00b411c8	0.435297	-0.533682	-0.525264	-0.499798	9.58639	0.760402	-1.18793	-0.00109145	0.0240029	-0.00648732	-1.01733	0.384277	0.122559	1529923190060	-49	98
Rshank	00b411ee	0.43926	-0.553695	-0.463375	-0.534561	9.82647	0.155612	-0.424712	-0.0210355	0.0214203	-0.0241636	-1.04199	0.440918	0.133789	1529923190054	-51	98
