Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.67056	-0.325141	-0.370614	-0.554327	8.86193	0.0227392	5.50673	0.00596205	0.0121611	-0.0162452	-0.79834	0.391846	-0.361084	1529926321598	-52	89
Throax	00b411e8	0.603108	-0.373915	-0.27513	-0.648654	8.17541	-0.723824	5.8039	0.054956	0.000400329	-0.0350071	-0.615967	0.369873	-0.418457	1529926321598	-51	88
LUpArm	00b411d9	0.796987	0.000124705	0.0341675	-0.603029	-0.342322	-0.243654	10.8678	0.0279508	0.0109928	-0.00267114	-0.00634766	0.336426	-0.923828	1529926321575	-60	88
LFoArm	00b41148	0.745878	-0.11438	0.0675758	-0.6527	0.482417	-2.5314	9.37761	0.0273004	0.0164487	0.000413905	0.0563965	0.705322	-0.776367	1529926321578	-60	88
RUpArm	00b411db	0.818429	-0.20306	0.127397	-0.522218	0.0399726	-4.62481	8.57412	0.0935119	-0.0175759	-0.0120808	0.0561523	0.764404	-0.611328	1529926321574	-64	88
RFoArm	00b41204	0.835317	-0.0109894	0.00452549	-0.54964	0.0832673	0.397254	13.4315	0.0704933	0.0141256	-0.010771	0.000732422	0.387939	-0.993652	1529926321550	-66	89
Waist	00b411f7	0.509478	-0.478732	-0.471388	-0.537625	9.98047	0.558149	0.958639	0.106121	0.0417547	-0.0649244	-0.924805	0.32959	-0.0983887	1529926321578	-51	88
Lthigh	00b411f4	0.452648	-0.578094	-0.499015	-0.460327	9.56431	-0.262433	-1.23896	0.0277848	0.0114994	-0.0142022	-1.00732	0.382812	0.0720215	1529926321550	-49	89
Lshank	00b4111b	0.544072	0.373806	-0.607949	0.441195	9.78825	-1.1088	-0.0756485	0.00758753	-0.00444453	-0.00402787	-0.9646	0.487061	0.029541	1529926321578	-49	87
Rthigh	00b411c8	0.390038	-0.574427	-0.496734	-0.52073	9.6301	0.683029	-1.28319	0.0387621	0.0115628	0.0115771	-1.00269	0.360596	0.234863	1529926321578	-50	88
Rshank	00b411ee	0.415731	-0.578157	-0.496116	-0.496761	9.73926	0.207872	-1.67596	0.0291447	-0.0107942	0.00813477	-1.03638	0.416748	0.170654	1529926321596	-50	90
