Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.669768	-0.291362	-0.461398	-0.503619	9.17173	0.277847	4.76849	0.0459372	-0.0289791	0.015573	-0.821777	0.371582	-0.318115	1529925131350	-59	92
Throax	00b411e8	0.688322	-0.3155	-0.368078	-0.539621	8.29344	-0.572043	5.65095	0.0316704	-0.0183268	-0.0265764	-0.610352	0.334717	-0.459717	1529925131350	-49	92
LUpArm	00b411d9	0.782844	0.06497	0.00974073	-0.61874	-0.257921	0.164576	10.7954	0.0604964	-0.00459533	0.0348716	0.0507812	0.265869	-0.942871	1529925131353	-66	92
LFoArm	00b41148	0.825938	-0.107363	0.0487744	-0.551289	0.268641	-2.25778	9.68775	-0.0177696	-0.0069327	0.0372173	0.131592	0.666504	-0.791016	1529925131355	-60	92
RUpArm	00b411db	0.78541	-0.152772	0.108059	-0.590012	0.1061	-3.62939	9.05768	-0.0309918	-0.00957177	0.0236269	0.0812988	0.679199	-0.702637	1529925131353	-60	92
RFoArm	00b41204	0.983895	0.0796645	-0.0210854	-0.158615	0.021819	-0.463586	13.4392	0.0204966	0.00666549	0.0346935	0.0610352	0.444336	-0.95459	1529925131353	-63	92
Waist	00b411f7	0.553777	-0.408654	-0.535839	-0.48909	9.86391	0.237588	1.62453	0.0554921	-0.0326896	-0.0205889	-0.910156	0.336426	-0.179443	1529925131354	-49	92
Lthigh	00b411f4	0.501436	-0.445523	-0.643165	-0.369337	9.54932	-0.544992	-1.22955	0.0427112	0.0621029	-0.0357605	-0.990479	0.395996	0.0505371	1529925131353	-49	92
Lshank	00b4111b	0.668769	0.0863373	-0.722193	0.154051	9.82066	-1.04076	-0.151474	0.00627831	0.0508555	-0.0453133	-0.991699	0.351807	-0.171631	1529925131356	-49	91
Rthigh	00b411c8	0.410503	-0.54362	-0.56105	-0.470305	9.67136	0.226746	-1.51047	0.00746619	0.0477447	-0.00426018	-1.00171	0.391113	0.174805	1529925131356	-49	92
Rshank	00b411ee	0.555853	-0.395365	-0.660453	-0.313871	9.75443	-0.276874	-1.67093	-0.00391375	0.0494949	-0.0055141	-1.02197	0.445557	0.0698242	1529925131349	-50	93
