Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.692453	-0.287763	-0.416308	-0.514188	8.86756	0.118587	5.35745	0.0818023	-0.030447	0.0665028	-0.792236	0.402832	-0.361328	1529925042476	-66	92
Throax	00b411e8	0.704393	-0.301709	-0.37418	-0.522294	8.43872	-0.553964	5.40618	-0.029218	0.0835008	-0.00437709	-0.643311	0.345947	-0.412842	1529925042476	-49	92
LUpArm	00b411d9	0.883102	0.0223323	0.0486002	-0.466122	-0.169436	-0.0665423	10.943	0.0884258	0.0293176	-0.00893689	0.0129395	0.338135	-0.919434	1529925042478	-63	92
LFoArm	00b41148	0.765032	-0.0767437	0.0613212	-0.636456	0.164181	-1.78858	9.79521	-0.0152741	-0.00721284	0.052059	0.105713	0.650879	-0.80835	1529925042481	-60	92
RUpArm	00b411db	0.786584	-0.121184	0.0941156	-0.598116	-0.100085	-3.16016	9.35559	0.0395927	0.104621	-0.0136407	0.0393066	0.639893	-0.736816	1529925042478	-62	92
RFoArm	00b41204	0.966999	0.000950987	0.111001	-0.229325	-0.502505	-0.636275	13.4649	0.0244498	0.104099	-0.0197872	0.0568848	0.498535	-0.934814	1529925042479	-68	92
Waist	00b411f7	0.526088	-0.435136	-0.515519	-0.517811	9.88137	0.553923	1.46121	0.0238691	-0.0178124	0.013329	-0.920898	0.336182	-0.119873	1529925042481	-50	92
Lthigh	00b411f4	0.50389	-0.447744	-0.622289	-0.397966	9.63414	-0.0234778	-0.96566	-0.027924	0.0167651	-0.0180993	-1.00269	0.376221	0.0720215	1529925042479	-50	92
Lshank	00b4111b	0.69264	0.0703473	-0.710298	0.103812	9.89538	-0.44678	0.0421018	0.0189264	0.00303264	-0.00631686	-1.00415	0.374023	-0.127441	1529925042482	-49	91
Rthigh	00b411c8	0.402879	-0.581099	-0.486819	-0.512855	9.72424	0.197268	-1.08863	0.0323532	0.00545787	0.00892042	-0.991943	0.422119	0.176514	1529925042482	-55	92
Rshank	00b411ee	0.589796	-0.342787	-0.672075	-0.288016	9.84171	-0.210882	-1.18976	0.0191897	0.0147068	0.00288164	-1.02637	0.447754	0.0539551	1529925042475	-51	93
