Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.541301	-0.383798	-0.36669	-0.652097	9.2444	0.4239	4.57374	0.121373	0.0428045	0.0226449	-0.810303	0.361084	-0.334961	1529923974603	-53	95
Throax	00b411e8	0.606096	-0.366314	-0.334789	-0.621594	8.57577	-0.294182	5.02829	0.0258664	0.0321173	-0.022609	-0.667725	0.302246	-0.385254	1529923974603	-49	95
LUpArm	00b411d9	0.701288	0.0492411	0.0564468	-0.708932	-0.777178	0.108565	10.8349	0.0629206	0.0177287	0.00405288	0.0483398	0.287598	-0.931885	1529923974606	-58	95
LFoArm	00b41148	0.73841	-0.0445957	0.0773398	-0.668416	-0.276136	-1.76973	9.62283	0.0110741	0.00929297	0.00625396	0.126953	0.622803	-0.825684	1529923974608	-77	95
RUpArm	00b411db	0.735315	-0.14657	0.15933	-0.642217	-0.45156	-3.86214	8.81295	0.0122325	0.0184905	-0.0122363	0.126465	0.696777	-0.65918	1529923974605	-59	95
RFoArm	00b41204	0.755195	0.0434371	-0.0773766	-0.649466	0.0392981	-0.0564449	13.4325	-0.0249366	-0.00608417	-0.0182895	0.0214844	0.411865	-0.964355	1529923974606	-69	96
Waist	00b411f7	0.476277	-0.482766	-0.440226	-0.588471	9.79445	0.455547	1.45074	0.0230555	-0.00989042	-0.0236955	-0.926025	0.310303	-0.125488	1529923974606	-49	95
Lthigh	00b411f4	0.464912	-0.509257	-0.545276	-0.476643	9.63802	0.250328	-1.03769	-0.0185656	0.0207042	-0.0224878	-1.01147	0.33667	0.114746	1529923974606	-50	95
Lshank	00b4111b	0.518557	-0.472986	-0.541494	-0.462782	9.87746	-0.0195077	-0.313732	-0.00734231	0.00116517	-0.0214848	-1.05225	0.301514	0.013916	1529923974609	-50	95
Rthigh	00b411c8	0.427338	-0.556691	-0.498844	-0.508559	9.66535	0.201407	-1.12937	-0.0122756	-0.000988781	0.00157412	-0.998779	0.371582	0.161621	1529923974609	-51	95
Rshank	00b411ee	0.386955	-0.597696	-0.455793	-0.534114	9.8034	0.227441	-1.3563	-0.00108268	0.0178359	-0.00701862	-1.01465	0.328613	0.187988	1529923974602	-50	96
