Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.536368	-0.388677	-0.360464	-0.656738	9.12616	0.0306387	4.8	-0.023695	0.0516046	0.0170511	-0.808594	0.41748	-0.318359	1529923271005	-56	97
Throax	00b411e8	-0.625492	0.346665	0.338468	0.611574	8.51324	-0.236486	5.404	0.0153655	0.0161168	-0.018331	-0.623291	0.337158	-0.433838	1529923271006	-49	97
LUpArm	00b411d9	-0.740178	-0.00939786	-0.0801616	0.66755	-0.646359	-0.871508	10.7701	-0.0166054	0.0180217	-0.0129356	0.0742188	0.404053	-0.880371	1529923271006	-56	97
LFoArm	00b41148	0.756799	-0.103727	0.118173	-0.634453	-0.367835	-3.00144	9.3052	-0.0458677	0.00703902	0.00131048	0.154297	0.751709	-0.715576	1529923270984	-80	97
RUpArm	00b411db	0.733895	-0.108143	0.138719	-0.656095	-0.430957	-3.22743	9.19343	-0.00600155	-0.0028676	-0.018492	0.138428	0.668457	-0.700195	1529923271006	-72	97
RFoArm	00b41204	0.759451	0.119029	-0.114456	-0.629258	-0.266841	1.18669	13.2967	0.0119852	-0.00341886	-0.00931301	0.0812988	0.316406	-1.0022	1529923271008	-62	97
Waist	00b411f7	-0.541807	0.424205	0.513812	0.51234	9.87957	0.524524	1.28341	0.0114597	-0.0302345	-0.0114562	-0.914551	0.340576	-0.149658	1529923271009	-49	97
Lthigh	00b411f4	0.498564	-0.495887	-0.554967	-0.444456	9.68841	-0.281412	-0.8881	-0.0370098	0.00731039	-0.0151578	-0.983154	0.424316	0.0595703	1529923271006	-50	97
Lshank	00b4111b	0.563132	-0.451558	-0.526543	-0.449144	9.87861	-0.401986	0.464093	-0.00164039	0.00759219	-0.024714	-0.983154	0.426758	-0.110352	1529923271011	-49	97
Rthigh	00b411c8	0.449127	-0.509649	-0.525765	-0.511971	9.72776	0.708455	-0.690464	-0.00352091	0.0138716	0.00451471	-1.03027	0.375488	0.0839844	1529923271010	-52	97
Rshank	00b411ee	0.436203	-0.555369	-0.434421	-0.55908	9.87415	0.061826	0.0102371	-0.0182407	0.0185199	-0.00570317	-1.04639	0.440918	0.113281	1529923271002	-54	98
