Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.513786	-0.407243	-0.342916	-0.672746	9.19276	0.339804	4.49974	-0.0296041	0.0162472	-0.00860136	-0.822266	0.375732	-0.292236	1529924069379	-60	95
Throax	00b411e8	0.628787	-0.34418	-0.341989	-0.607627	8.44547	-0.136349	5.31103	-0.0743389	0.000276145	-0.0132568	-0.652832	0.313232	-0.41626	1529924069379	-49	95
LUpArm	00b411d9	0.707008	0.00470423	0.0757928	-0.703116	-0.46826	-0.577515	10.8761	-0.0238994	-0.0134235	-0.000763252	0.0361328	0.365723	-0.906494	1529924069379	-69	95
LFoArm	00b41148	0.743076	-0.0778357	0.076346	-0.660266	-0.142193	-2.18654	9.58089	0.0167206	-0.00293557	-0.0290602	0.115723	0.670654	-0.793457	1529924069382	-67	95
RUpArm	00b411db	0.731986	-0.149218	0.138374	-0.650217	-0.0836262	-3.93079	9.00082	-0.0180035	0.00592365	-0.0303841	0.0866699	0.705566	-0.675293	1529924069379	-68	95
RFoArm	00b41204	0.676078	0.087407	-0.0749804	-0.727775	0.276436	0.465279	13.5468	-0.0130415	0.00778644	-0.0290974	-0.00341797	0.387939	-0.984863	1529924069382	-62	95
Waist	00b411f7	0.484793	-0.476931	-0.455854	-0.574204	9.85119	0.584827	1.31467	0.0189327	-0.0107643	-0.0130372	-0.924316	0.31665	-0.11499	1529924069382	-49	95
Lthigh	00b411f4	0.476694	-0.512649	-0.544462	-0.462078	9.61228	-0.013766	-1.11214	-0.00495529	0.0274985	-0.0201471	-0.993896	0.378174	0.100098	1529924069379	-49	95
Lshank	00b4111b	0.533852	-0.465267	-0.552885	-0.439143	9.80619	-0.175944	-0.437274	0.00394889	0.0081273	-0.0237519	-1.00806	0.356934	-0.015625	1529924069384	-53	94
Rthigh	00b411c8	0.444798	-0.533027	-0.525123	-0.492223	9.74097	0.355676	-0.973646	0.00547705	0.0233451	0.00237024	-1.00415	0.391113	0.145264	1529924069384	-54	95
Rshank	00b411ee	0.418274	-0.556163	-0.5006	-0.514906	9.77861	0.539419	-1.14989	-0.00621182	0.0126689	0.000471239	-1.03491	0.381348	0.180176	1529924069376	-54	96
