Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.509721	-0.414843	-0.318514	-0.683109	9.18602	0.221617	4.73985	-0.00168556	0.00114709	-0.0146717	-0.820312	0.382568	-0.305176	1529923488379	-59	97
Throax	00b411e8	0.641469	-0.32802	-0.337458	-0.60584	8.41258	-0.126931	5.51896	-0.00754713	0.0219062	-0.0172518	-0.63501	0.299805	-0.446533	1529923488380	-50	97
LUpArm	00b411d9	0.718352	0.00346881	0.0333161	-0.694873	-0.613169	-0.523949	10.9039	-0.00914182	-0.00359855	0.00595457	0.0603027	0.34375	-0.908203	1529923488357	-56	97
LFoArm	00b41148	0.773783	-0.114575	0.107473	-0.613663	-0.22333	-3.03852	9.33808	-0.0168501	-0.01746	0.000213954	0.13501	0.731934	-0.735107	1529923488385	-59	97
RUpArm	00b411db	0.767307	-0.134407	0.127766	-0.613881	-0.298977	-3.58632	9.12155	0.0229828	0.00744848	0.011892	0.120605	0.677246	-0.693359	1529923488382	-60	97
RFoArm	00b41204	0.750067	0.043356	-0.026027	-0.659426	-0.135129	1.371	13.3849	-0.0352598	0.0234537	0.00879642	0.0754395	0.296875	-1.01465	1529923488383	-59	97
Waist	00b411f7	0.530616	-0.439344	-0.484971	-0.538726	9.91397	0.460344	1.46167	-0.0349925	-0.0548343	-0.00293584	-0.918213	0.325439	-0.140869	1529923488383	-49	97
Lthigh	00b411f4	0.463199	-0.521253	-0.528265	-0.484436	9.6411	0.0943583	-1.1416	0.0162168	0.0223116	-0.0239234	-1.00415	0.362793	0.121338	1529923488383	-50	97
Lshank	00b4111b	0.494086	-0.500032	-0.520222	-0.484991	9.85701	0.0535217	-0.430106	0.017796	0.0095201	-0.0172731	-1.0188	0.335938	0.0249023	1529923488386	-50	96
Rthigh	00b411c8	0.471953	-0.538796	-0.517552	-0.468081	9.6979	-0.232066	-1.14847	0.00921286	0.0135326	0.00203688	-0.99292	0.44165	0.116699	1529923488385	-49	97
Rshank	00b411ee	0.491171	-0.55204	-0.497215	-0.454731	9.80505	-0.891955	-1.02262	0.013419	0.00820536	-0.00468849	-0.982422	0.525391	0.109619	1529923488379	-54	97
