Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.567194	-0.364843	-0.330485	-0.660273	8.93831	-0.11629	5.40134	0.0235601	0.000799809	-0.0126814	-0.77124	0.425049	-0.387207	1529804740504	-70	95
Throax	00b411e8	0.643802	-0.315857	-0.265243	-0.644515	7.55884	-0.718983	6.62398	0.0198758	0.00723821	-0.00809685	-0.529541	0.382568	-0.529785	1529804740504	-49	94
LUpArm	00b411d9	0.651864	0.102391	-0.166543	-0.732702	1.34919	3.84464	9.94484	0.0118826	0.00386209	0.0169296	-0.166748	-0.0634766	-1.01562	1529804740503	-53	94
LFoArm	00b41148	0.783079	-0.0553343	-0.0156452	-0.619258	0.950109	-0.679044	9.71667	0.0119064	-0.00430812	0.021933	0.043457	0.556641	-0.877197	1529804740505	-57	95
RUpArm	00b411db	0.692134	-0.276998	0.128115	-0.654071	1.83153	-5.37257	7.90464	0.0892102	0.0129698	-0.00582051	-0.0817871	0.829346	-0.506592	1529804740483	-58	94
RFoArm	00b41204	0.636775	0.142391	-0.0381306	-0.756828	0.572329	0.227812	13.4487	-0.0520099	0.0272096	-0.0146391	0.0358887	0.427002	-0.977539	1529804740506	-67	95
Waist	00b411f7	0.550042	-0.440586	-0.452333	-0.546564	9.81816	-0.257989	2.09239	0.0306411	0.00714892	-0.0114692	-0.862305	0.42334	-0.200684	1529804740526	-50	94
Lthigh	00b411f4	0.372566	-0.520369	-0.520517	-0.56522	9.66901	1.34481	-0.647692	0.014227	0.0196871	-0.0212744	-1.01221	0.308105	0.169189	1529804740506	-50	95
Lshank	00b4111b	0.42912	-0.556545	-0.510702	-0.495275	9.69754	-0.0504275	-1.26814	0.0043306	-0.0013286	-0.0262032	-0.967773	0.446533	0.197266	1529804740506	-52	94
Rthigh	00b411c8	0.497804	-0.47445	-0.577844	-0.439528	9.72153	-0.0355296	-1.02699	0.00647151	0.0130053	-0.00430669	-0.973633	0.402344	0.0310059	1529804740527	-50	95
Rshank	00b411ee	0.49742	-0.456963	-0.629693	-0.383726	9.67427	0.237652	-2.06223	0.00817767	-0.000704801	-0.0107892	-1.06226	0.440674	0.090332	1529804740527	-51	96
