Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.596093	-0.327981	-0.319589	-0.659518	8.59608	0.334454	5.99247	0.0169328	-0.019487	0.00787406	-0.750732	0.375732	-0.464111	1529806085075	-58	91
Throax	00b411e8	0.587424	-0.389831	-0.334117	-0.625564	8.85673	-0.354762	4.81269	0.0378002	0.0265691	-0.026668	-0.658936	0.359131	-0.366211	1529806085077	-49	90
LUpArm	00b411d9	0.666966	-0.0165842	-0.00885137	-0.744851	0.874653	0.151759	10.7702	-0.0144747	-0.00745873	0.0170651	-0.158447	0.317627	-0.932129	1529806085075	-63	90
LFoArm	00b41148	0.794204	-0.0739023	-0.00364759	-0.60313	1.05264	-1.13538	9.63206	0.0578385	0.000240581	0.00722863	0.0664062	0.585205	-0.851318	1529806085077	-58	91
RUpArm	00b411db	0.732489	-0.109477	-0.0273637	-0.671361	1.83388	-1.21591	9.59251	0.0926964	0.0251592	-0.000418892	-0.110352	0.510254	-0.842041	1529806085080	-64	90
RFoArm	00b41204	0.716081	-0.0446761	0.020521	-0.696284	0.77469	-0.318791	13.4152	-0.0528257	0.0341007	0.00190049	-0.0246582	0.489746	-0.947266	1529806085078	-62	91
Waist	00b411f7	0.505586	-0.505755	-0.525019	-0.461465	9.81977	-0.333938	-0.607061	0.0285422	0.0508122	-0.0222242	-0.887939	0.427002	0.0546875	1529806085074	-49	90
Lthigh	00b411f4	0.473575	-0.490303	-0.514	-0.520704	9.85675	0.655785	0.104887	0.00587141	0.0350799	-0.0141741	-1.0083	0.354736	0.0327148	1529806085079	-51	91
Lshank	00b4111b	0.527389	-0.507639	-0.522993	-0.436626	9.79868	-0.408924	-0.409893	0.0119542	0.00147718	-0.0105251	-0.991211	0.454834	0.0297852	1529806085079	-56	90
Rthigh	00b411c8	0.376657	-0.616779	-0.366037	-0.586285	9.86621	-0.187465	-0.121272	0.00514791	0.0266897	0.0120848	-0.940918	0.429199	0.196777	1529806085074	-53	91
Rshank	00b411ee	0.39646	-0.588961	-0.442856	-0.547561	9.83057	0.277075	-0.984914	0.01763	0.00233134	0.00152627	-1.07568	0.438477	0.0996094	1529806085075	-56	92
