Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.581546	-0.424814	-0.353373	-0.597047	9.14386	-0.107003	4.63176	-0.0983696	0.0697632	-0.00803942	-0.794189	0.398438	-0.352539	1529806626500	-56	89
Throax	00b411e8	0.702013	-0.31953	-0.363144	-0.52269	8.44867	-0.586981	5.45133	-0.0226909	0.00660578	-0.0429993	-0.615234	0.348145	-0.431885	1529806626500	-50	88
LUpArm	00b411d9	0.681417	-0.00964135	-0.0472364	-0.730306	0.701841	1.14629	10.7515	-0.0673273	-0.0352227	-0.1205	-0.0749512	0.201172	-0.972656	1529806626500	-59	89
LFoArm	00b41148	0.702067	-0.0531736	0.0248725	-0.709687	0.54422	-1.17085	9.65642	0.00856274	-0.0331677	-0.0499298	0.134033	0.570312	-0.859863	1529806626500	-57	89
RUpArm	00b411db	0.720742	-0.142914	0.0348534	-0.677415	1.62412	-3.11924	9.23634	0.504304	0.112207	0.112381	-0.0925293	0.606689	-0.764404	1529806626502	-60	89
RFoArm	00b41204	0.464776	-0.0178045	0.274013	-0.841774	0.188671	-3.73986	12.7823	0.0646626	0.0930496	-0.140021	0.0395508	0.728271	-0.76123	1529806626502	-61	89
Waist	00b411f7	0.489169	-0.536558	-0.503299	-0.468518	9.82535	0.0093261	-0.238246	0.0301722	0.0290439	-0.00487187	-0.909668	0.379395	0.0175781	1529806626497	-49	88
Lthigh	00b411f4	0.447761	-0.462433	-0.570934	-0.509608	9.70277	1.66874	-0.0703919	-0.0679849	0.00285995	-0.0142652	-1.04761	0.213379	0.0214844	1529806626502	-50	89
Lshank	00b4111b	-0.461583	0.582285	0.516357	0.425747	9.73356	0.113621	-1.12039	0.00999994	0.000910927	-0.0239022	-1.04102	0.313232	-0.00854492	1529806626502	-53	88
Rthigh	00b411c8	0.397098	-0.63017	-0.399623	-0.534323	9.87062	-0.531644	-0.626603	0.0128751	0.0174502	0.000961714	-0.914551	0.442871	0.267334	1529806626497	-50	89
Rshank	00b411ee	0.317027	-0.680086	-0.348392	-0.561783	9.74856	-0.24589	-1.72586	0.0178396	0.00563918	-0.0147923	-0.989502	0.426025	0.345947	1529806626497	-53	91
