Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.58285	-0.312593	-0.276942	-0.697047	8.04042	0.170457	6.83754	0.0510309	-0.0127574	0.0200904	-0.705322	0.398438	-0.517822	1529805661927	-68	92
Throax	00b411e8	0.649866	-0.348784	-0.331555	-0.588298	8.38034	-0.767177	5.47639	-0.0256394	0.0276177	0.00408302	-0.609863	0.383057	-0.414307	1529805661927	-51	91
LUpArm	00b411d9	0.663896	0.0834713	-0.155655	-0.726668	1.53996	3.55869	10.1222	0.0457837	0.231582	0.103702	-0.18042	-0.0219727	-1.01221	1529805661927	-55	92
LFoArm	00b41148	0.755793	-0.0700333	-0.0153399	-0.650875	1.41298	-0.815058	9.90942	-0.033055	0.132513	0.241935	0.0380859	0.571777	-0.864258	1529805661928	-68	92
RUpArm	00b411db	0.661148	-0.253646	0.117798	-0.696183	2.22268	-4.83255	8.25498	0.0171467	0.222082	-0.0900387	-0.11084	0.794434	-0.561279	1529805661906	-60	92
RFoArm	00b41204	0.682978	0.0737366	-0.0591794	-0.724294	1.04799	-0.669747	13.6664	0.0367343	0.150077	-0.245372	-0.0354004	0.489746	-0.947266	1529805661903	-60	92
Waist	00b411f7	0.526879	-0.480286	-0.523017	-0.467094	9.77191	-0.353316	0.279019	0.178666	0.281866	-0.0253038	-0.879639	0.431396	-0.0219727	1529805661924	-49	91
Lthigh	00b411f4	0.400189	-0.51931	-0.524399	-0.543297	9.82809	0.812475	-0.0993033	-0.00143862	0.0253542	-0.0185213	-0.995361	0.362549	0.149414	1529805661905	-51	92
Lshank	00b4111b	0.486836	-0.524558	-0.557449	-0.420808	9.6519	-0.873909	-1.36236	0.0142959	0.0320656	-0.0208949	-0.94458	0.50708	0.118408	1529805661905	-51	91
Rthigh	00b411c8	0.443845	-0.527664	-0.536754	-0.48628	9.67063	0.122748	-0.977995	-0.0275694	0.0230804	0.00322727	-0.956055	0.415771	0.110596	1529805661924	-50	92
Rshank	00b411ee	0.407754	-0.573615	-0.503354	-0.501336	9.69684	0.401176	-1.69786	-0.00211997	0.0307789	0.00064465	-1.05737	0.429688	0.13623	1529805661925	-56	93
