Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.692017	-0.335825	-0.477775	-0.424341	9.44697	0.000139512	3.9482	-0.0411241	0.15061	-0.00156503	-0.828125	0.401367	-0.232178	1529807633398	-53	86
Throax	00b411e8	0.694301	-0.353443	-0.437047	-0.44946	9.27507	-0.718498	3.76038	0.0139516	0.0280327	-0.0307748	-0.700684	0.37085	-0.246338	1529807633398	-49	86
LUpArm	00b411d9	0.841976	-0.000285522	-0.00506887	-0.539492	0.158236	0.496532	10.8854	0.0695066	0.0304874	0.0586651	-0.0439453	0.276367	-0.945068	1529807633397	-60	86
LFoArm	00b41148	0.829047	-0.0365078	0.0193172	-0.557651	0.117956	-0.819256	9.74523	0.00838024	-0.00100336	0.0837528	0.166504	0.537842	-0.865967	1529807633398	-64	86
RUpArm	00b411db	0.774514	-0.112355	0.0622131	-0.619382	0.393154	-2.21034	9.49303	-0.0212054	0.0743848	-0.0257086	-0.0830078	0.591309	-0.775879	1529807633377	-56	86
RFoArm	00b41204	0.804619	-0.182177	0.192237	-0.531455	-0.754881	-3.71771	12.5356	-0.0216457	0.0797825	-0.0362009	0.0231934	0.762939	-0.728027	1529807633400	-56	87
Waist	00b411f7	0.355075	0.365336	-0.706359	0.491434	9.7718	-0.769414	-0.800902	0.0227574	0.091307	-0.027779	-0.867676	0.452881	0.0966797	1529807633394	-49	85
Lthigh	00b411f4	0.675769	0.204663	-0.685862	0.176191	9.90591	0.899542	0.215114	-0.00621146	0.0286562	-0.0110096	-1.01123	0.326172	0.0637207	1529807633400	-51	86
Lshank	00b4111b	-0.513679	0.506944	0.550846	0.419179	9.79149	-0.413082	-0.769747	-0.022789	0.00683187	-0.0127384	-1.00244	0.386475	0.0151367	1529807633400	-49	84
Rthigh	00b411c8	0.405496	-0.56836	-0.469832	-0.540183	9.83458	0.63263	-0.466551	0.0111683	0.0249923	0.0015757	-0.967285	0.319336	0.23584	1529807633369	-53	86
Rshank	00b411ee	0.359522	-0.658595	-0.374464	-0.544769	9.75271	-0.6239	-1.47707	0.0163853	0.0107349	0.00128656	-0.984863	0.474609	0.276855	1529807633397	-55	89
