Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.58822	-0.320572	-0.402528	-0.62386	8.97686	0.647438	5.16838	0.017104	-0.0374758	0.0150099	-0.777832	0.340576	-0.446777	1529803211733	-66	99
Throax	00b411e8	0.718666	-0.273018	-0.343371	-0.539516	7.88329	-0.277007	6.31067	-0.000933966	0.0287619	-0.0121847	-0.556396	0.343262	-0.52124	1529803211732	-49	99
LUpArm	00b411d9	0.982976	0.143023	0.00268336	0.115305	0.498333	2.96204	10.4401	-0.0485181	0.0244063	0.00166767	-0.0654297	0.0319824	-1.00464	1529803211733	-54	99
LFoArm	00b41148	0.619108	-0.0488579	0.0466963	-0.782393	0.106737	-1.3383	9.74144	0.0162703	0.0258837	0.000856452	0.121582	0.59668	-0.847168	1529803211735	-59	99
RUpArm	00b411db	0.754302	-0.205709	0.116813	-0.612427	0.737891	-4.34453	8.76101	-0.00440456	0.0178639	-0.00273195	0.0700684	0.742676	-0.627441	1529803211738	-59	99
RFoArm	00b41204	0.690261	0.10643	-0.0231129	-0.715317	-0.0699984	-0.956802	13.421	0.00313448	0.0292322	-0.00483896	0.112061	0.520264	-0.918213	1529803211736	-56	99
Waist	00b411f7	0.525503	-0.455534	-0.494129	-0.521701	9.90067	-0.0711166	1.24187	0.0072701	0.0283842	-0.0160847	-0.895264	0.392822	-0.131836	1529803211733	-49	99
Lthigh	00b411f4	0.442723	-0.479906	-0.557923	-0.512258	9.84299	0.725868	-0.164499	-0.0041452	0.0201137	-0.00938967	-1.01196	0.34375	0.0585938	1529803211736	-49	99
Lshank	00b4111b	0.475578	-0.508096	-0.555593	-0.454951	9.8165	-0.129626	-0.886615	0.00269449	0.00321261	-0.0169155	-0.98999	0.424561	0.0993652	1529803211736	-55	99
Rthigh	00b411c8	0.534573	-0.46394	-0.573348	-0.412631	9.77126	-0.621256	-0.500301	0.0260409	0.0115189	0.0123071	-0.94458	0.455566	-0.0249023	1529803211735	-50	99
Rshank	00b411ee	0.539705	-0.468326	-0.596587	-0.365339	9.74625	-0.679709	-1.41477	0.0414709	0.00133961	0.00219806	-1.02295	0.524902	0.0229492	1529803211738	-49	99
