Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.810081	-0.177872	-0.401561	-0.388432	8.15448	0.681663	6.54596	-0.0547564	-0.0848204	0.0735947	-0.73584	0.345947	-0.504639	1529893027394	-60	88
Throax	00b411e8	0.705211	-0.300497	-0.313531	-0.560426	7.59242	-0.508499	6.59378	-0.0322581	-0.00609894	0.0213088	-0.58252	0.347656	-0.493164	1529893027393	-49	88
LUpArm	00b411d9	0.594969	0.0281781	0.027901	-0.80277	-0.222044	0.37915	10.8051	0.00691798	0.0355355	0.0621836	-0.0717773	0.270508	-0.947021	1529893027391	-51	88
LFoArm	00b41148	0.731178	0.0332143	0.0091222	-0.681316	-0.550764	0.215544	9.67565	0.0347228	0.0156275	0.14132	0.119141	0.460938	-0.915283	1529893027390	-68	88
RUpArm	00b411db	0.719375	0.00826496	-0.00707391	-0.694536	0.0675775	0.3553	9.96998	0.0543569	0.0104732	-0.061237	0.0400391	0.352783	-0.910156	1529893027395	-54	87
RFoArm	00b41204	-0.423881	-0.100071	-0.123042	0.891724	-0.849079	-0.228744	13.6182	0.106013	-0.00959438	-0.0965389	0.0656738	0.442139	-0.947998	1529893027347	-78	88
Waist	00b411f7	0.514343	-0.540883	-0.454753	-0.485897	9.77765	-0.836268	1.23049	0.0116931	-0.00398314	0.0131975	-0.859863	0.466309	-0.059082	1529893027395	-49	87
Lthigh	00b411f4	0.480409	-0.566787	-0.0156078	-0.669116	9.82567	-0.186776	0.521918	0.0156435	0.020787	-0.00517519	-0.966553	0.439697	0.0405273	1529893027394	-51	88
Lshank	00b4111b	-0.68026	0.0510556	0.731093	0.0119533	9.75582	-0.284902	-0.186693	0.0217058	0.014536	-0.00897293	-0.989746	0.416016	0.0305176	1529893027394	-50	87
Rthigh	00b411c8	0.416046	-0.536017	-0.487827	-0.549196	9.79128	1.12249	0.325734	0.0541399	0.000620684	0.015441	-1.02271	0.30542	0.144775	1529893027393	-50	88
Rshank	00b411ee	0.529401	-0.448556	-0.573997	-0.43481	9.84866	0.433586	-0.360162	0.0147575	0.0239637	0.021487	-1.04492	0.40332	-0.0205078	1529893027391	-50	90
