Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.579821	-0.320444	-0.602948	-0.444497	9.72871	0.790575	0.899411	-0.00414717	0.021359	0.0463135	-0.884766	0.318604	0.00317383	1529890557674	-50	95
Throax	00b411e8	0.702867	-0.26027	-0.259609	-0.608966	6.83464	-0.581165	7.48962	0.00340169	-0.0472732	-0.00908847	-0.480957	0.360352	-0.597412	1529890557673	-50	95
LUpArm	00b411d9	0.641867	0.0735883	0.0654679	-0.760464	-1.05801	-0.364612	10.5357	0.575268	-0.110505	0.0202925	0.0388184	0.343994	-0.908203	1529890557672	-51	95
LFoArm	00b41148	0.800051	0.0539932	0.0422441	-0.596002	-1.65285	0.472221	9.44795	0.346684	-0.174103	0.118178	0.260254	0.440186	-0.901611	1529890557671	-68	95
RUpArm	00b411db	0.680535	0.0179638	0.0571134	-0.730265	-0.684355	-0.554808	9.70318	-0.217764	-0.131172	0.0154008	0.152832	0.421143	-0.869141	1529890557677	-69	95
RFoArm	00b41204	-0.8149	-0.0153003	-0.0155843	0.57919	-1.43571	-1.74005	13.2017	-0.0251915	-0.151329	-0.0937627	0.185303	0.576904	-0.860107	1529890557677	-72	95
Waist	00b411f7	0.509764	-0.512883	-0.502134	-0.474293	9.81823	-0.922918	0.442884	-0.0313202	-0.0422234	0.00754433	-0.861572	0.459717	-0.00561523	1529890557677	-49	95
Lthigh	00b411f4	0.431981	-0.595764	-0.489851	-0.467444	9.71565	-0.164651	-0.501105	-0.00125862	0.0549604	0.00430533	-0.967285	0.418701	0.220703	1529890557676	-50	95
Lshank	00b4111b	0.529562	-0.476399	-0.54482	-0.44247	9.759	-0.879224	0.204167	0.00632213	0.00955202	-0.00591462	-0.974609	0.446289	-0.0146484	1529890557674	-49	95
Rthigh	00b411c8	0.417104	-0.570109	-0.496178	-0.504784	9.83561	0.354048	-0.736669	0.00379095	0.00377277	0.0101579	-1.0083	0.386719	0.154297	1529890557672	-53	95
Rshank	00b411ee	0.472282	-0.505193	-0.518072	-0.503319	9.72806	0.420611	-0.352645	0.0298606	0.017315	0.0267038	-1.05542	0.385498	-0.0134277	1529890557672	-53	96
