Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.433872	-0.476688	-0.39302	-0.655788	9.84161	0.668121	2.53611	0.0119444	0.0298286	-0.0480204	-0.867676	0.345947	-0.13916	1529891367674	-50	93
Throax	00b411e8	0.657278	-0.263163	-0.2503	-0.660364	6.84578	-0.216366	7.46391	-0.0299508	0.0595067	-0.0111482	-0.510254	0.329834	-0.593994	1529891367672	-50	93
LUpArm	00b411d9	0.627523	0.0364956	0.0538059	-0.775879	-0.709454	-0.340889	10.8898	0.00868804	0.0493143	-0.00466411	-0.0446777	0.326172	-0.928223	1529891367671	-62	92
LFoArm	00b41148	0.742043	0.032273	0.0352693	-0.668645	-0.951156	0.0651394	9.74619	0.0167713	0.0400073	0.00119069	0.165039	0.476562	-0.900146	1529891367668	-61	92
RUpArm	00b411db	0.728575	-0.036193	0.0619169	-0.681201	-0.388537	-1.14242	9.68	0.055443	-0.016886	0.026439	0.0974121	0.493408	-0.848633	1529891367674	-66	92
RFoArm	00b41204	-0.679288	-0.0986823	-0.0272608	0.726696	-1.2117	-1.61954	13.2992	0.0186218	-0.00987281	0.0332877	0.134277	0.561523	-0.880859	1529891367676	-66	93
Waist	00b411f7	0.49861	-0.526325	-0.438524	-0.531099	9.80124	-0.87977	0.721286	-0.0141735	-0.0119214	-0.0161551	-0.857178	0.45752	-0.0246582	1529891367676	-49	92
Lthigh	00b411f4	0.50089	-0.519021	-0.471364	-0.507487	9.82633	-0.91101	0.536428	0.0231611	-0.0150182	-0.0278298	-0.939453	0.507812	-0.0146484	1529891367674	-50	93
Lshank	00b4111b	0.564346	-0.465064	-0.516735	-0.445212	9.84304	-0.920662	0.488313	0.0248305	-0.0134415	-0.039374	-0.96167	0.467529	-0.0727539	1529891367672	-51	92
Rthigh	00b411c8	0.390383	-0.559665	-0.463471	-0.565306	9.81691	0.530662	-0.552124	0.0357786	-0.00145694	-0.00582535	-1.00537	0.371338	0.161621	1529891367672	-50	93
Rshank	00b411ee	0.480556	-0.505818	-0.514695	-0.498301	9.81508	0.277564	-0.419156	0.0115945	-0.0101502	-0.00926157	-1.03857	0.416748	0.0314941	1529891367671	-50	94
