Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.520241	-0.459633	-0.434224	-0.574053	9.65611	0.233475	2.1643	-0.0911103	-0.156817	0.0322663	-0.85791	0.37207	-0.143555	1529890184602	-51	96
Throax	00b411e8	0.710995	-0.278897	-0.270775	-0.585989	7.36686	-0.542043	7.02866	-0.0275925	0.00461399	-0.0333479	-0.517578	0.349609	-0.568604	1529890184600	-49	96
LUpArm	00b411d9	0.674629	0.0724878	0.0587183	-0.732238	-1.27513	0.635524	10.6951	0.00589585	0.00896182	-0.000267687	0.0854492	0.243652	-0.946777	1529890184599	-54	96
LFoArm	00b41148	0.79595	0.054545	0.0513033	-0.600713	-1.39263	0.398442	9.7266	0.0273502	0.00374059	0.00487813	0.282471	0.440186	-0.892822	1529890184596	-60	96
RUpArm	00b411db	0.762893	0.0143912	0.0450231	-0.644795	-0.880027	-0.176942	9.74448	-0.0327927	0.0304369	-0.0253311	0.173096	0.405762	-0.873535	1529890184603	-60	96
RFoArm	00b41204	-0.788089	0.0196723	-0.123366	0.602752	-1.83784	-0.65117	13.2498	-0.0322345	0.0479482	-0.00149461	0.227051	0.448975	-0.922852	1529890184604	-54	96
Waist	00b411f7	0.542396	-0.492048	-0.463194	-0.499145	9.94156	-0.60852	0.691273	0.0170101	-0.0211823	-0.0213009	-0.875	0.420898	-0.0727539	1529890184604	-51	96
Lthigh	00b411f4	0.474353	-0.56544	-0.468717	-0.485357	9.70046	-0.874059	-0.7416	0.00276646	0.0186363	-0.0129481	-0.942383	0.487061	0.130615	1529890184602	-50	96
Lshank	00b4111b	0.60181	-0.43578	-0.550329	-0.380865	9.7947	-0.992777	0.181166	-0.00393447	0.0260136	-0.0228885	-0.963135	0.449219	-0.0637207	1529890184600	-50	96
Rthigh	00b411c8	0.439356	-0.541595	-0.506745	-0.506805	9.74134	0.267014	-0.985575	-0.0352136	0.0220147	0.00176494	-1.00879	0.395508	0.133789	1529890184599	-51	96
Rshank	00b411ee	0.504988	-0.464414	-0.558303	-0.466481	9.81381	0.457746	-0.435268	-0.0204028	0.013809	-0.000945275	-1.05957	0.376709	-0.0383301	1529890184599	-50	97
