Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.581165	-0.344364	-0.241303	-0.696731	7.6895	-0.409977	7.123	-0.0368529	-0.130051	0.0197325	-0.69165	0.435547	-0.505371	1529892912769	-56	88
Throax	00b411e8	0.665658	-0.291522	-0.264889	-0.633836	7.46076	-0.531591	7.41106	0.015406	0.0967988	0.0149089	-0.543213	0.341064	-0.544678	1529892912769	-50	88
LUpArm	00b411d9	0.632706	0.08806	-0.00968551	-0.769308	-0.851674	1.7162	10.6706	-0.0605991	-0.0468687	-0.000285718	-0.00732422	0.143555	-0.987305	1529892912766	-55	88
LFoArm	00b41148	0.750336	0.0451601	0.010561	-0.659427	-0.679875	0.752275	9.52699	-0.0328979	0.00795761	0.0078793	0.158203	0.435059	-0.919189	1529892912716	-60	88
RUpArm	00b411db	0.723792	-0.00214059	0.0382558	-0.688954	-0.353547	-0.434357	9.90449	-0.0608642	-0.0271415	0.00859983	0.0935059	0.429688	-0.880615	1529892912771	-63	88
RFoArm	00b41204	-0.628493	-0.121277	-0.0556211	0.766286	-0.98038	-1.3555	13.3994	-0.0781554	-0.0396507	-0.00184742	0.102783	0.5354	-0.901611	1529892912771	-58	88
Waist	00b411f7	0.542161	-0.50179	-0.408845	-0.53583	10.0906	-0.889779	1.89302	0.0553217	0.0820654	-0.0140732	-0.846924	0.466553	-0.122803	1529892912771	-50	87
Lthigh	00b411f4	0.46226	-0.538496	-0.444619	-0.546491	9.79559	0.261648	0.428543	-0.02482	-0.000309014	-0.025266	-0.988525	0.398682	0.0131836	1529892912769	-49	88
Lshank	00b4111b	-0.674916	0.16568	0.714307	0.0824923	9.71249	-0.726617	-0.636946	-0.00351857	-0.00836042	-0.0169734	-0.964111	0.4729	0.076416	1529892912769	-50	87
Rthigh	00b411c8	0.369803	-0.563142	-0.443108	-0.591415	9.75256	1.30691	-0.08724	-0.0114826	4.8799e-05	0.00540128	-1.02515	0.309814	0.140137	1529892912766	-50	88
Rshank	00b411ee	0.523278	-0.475247	-0.556842	-0.436173	9.88572	-0.11725	-0.677222	-0.00523756	-0.0108835	-0.00162455	-1.04932	0.454102	-0.0258789	1529892912766	-49	90
