Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.61576	-0.286234	-0.288847	-0.67489	8.0948	0.010038	7.02594	0.106353	0.0632543	0.0643544	-0.677734	0.379639	-0.558594	1529892573296	-50	89
Throax	00b411e8	0.681338	-0.271182	-0.262019	-0.627363	7.13735	-0.455151	7.0816	0.000453092	-0.0411394	0.00102199	-0.520996	0.330078	-0.565674	1529892573294	-50	89
LUpArm	00b411d9	0.652517	0.0571441	0.0220309	-0.755295	-0.726183	0.920254	10.9803	-0.369711	0.0674037	-0.00361921	-0.0151367	0.223877	-0.955078	1529892573293	-61	89
LFoArm	00b41148	0.754372	0.0414536	0.038503	-0.654005	-1.04465	-0.379298	9.80595	-0.495843	0.0688732	0.0206438	0.20166	0.457031	-0.893066	1529892573290	-56	89
RUpArm	00b411db	0.703673	-0.00834075	0.0485822	-0.708812	-0.348215	-0.747811	9.73275	0.0948404	-0.0474394	0.0554026	0.0869141	0.429688	-0.878174	1529892573296	-62	89
RFoArm	00b41204	-0.687923	-0.121837	-0.00486231	0.715468	-1.28337	-0.488526	13.2995	0.0907039	-0.0477798	0.0221448	0.144775	0.455322	-0.937744	1529892573272	-65	89
Waist	00b411f7	0.509577	-0.542502	-0.441704	-0.50092	9.82134	-0.975902	0.334346	0.0995765	0.0371078	-0.0159148	-0.863525	0.453125	-0.00561523	1529892573272	-51	88
Lthigh	00b411f4	0.638788	-0.309307	-0.651624	-0.267704	9.83583	-0.658981	-0.238247	0.0367929	0.0168628	-0.010663	-0.975098	0.437744	0.0334473	1529892573296	-50	89
Lshank	00b4111b	-0.678418	0.197365	0.692656	0.144997	9.8202	-0.66216	-0.219979	0.02433	0.0177932	-0.0117384	-0.991699	0.40918	0.0349121	1529892573294	-52	88
Rthigh	00b411c8	0.350131	-0.620777	-0.414646	-0.565785	9.85878	0.288043	-0.721079	0.0555475	-0.00248085	-0.00873684	-0.975342	0.352051	0.280762	1529892573294	-62	89
Rshank	00b411ee	0.488455	-0.50966	-0.517796	-0.483265	9.88233	0.0137958	-0.48206	0.0176933	0.00851417	0.0015024	-1.02271	0.412354	0.0227051	1529892573293	-51	91
