Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.538871	-0.43365	-0.467443	-0.550511	9.82213	0.378854	1.96002	-0.122334	0.0491859	0.0359848	-0.870117	0.350342	-0.136963	1529890114077	-50	96
Throax	00b411e8	0.699767	-0.28087	-0.258285	-0.603927	7.02185	-0.360143	6.91645	0.0193136	0.0135014	-0.0348114	-0.513184	0.351807	-0.563965	1529890114100	-50	96
LUpArm	00b411d9	0.679053	0.0361442	0.03964	-0.732126	-0.862846	0.644078	10.8331	0.103619	0.054073	-0.0239706	0.012207	0.258057	-0.949219	1529890114097	-69	96
LFoArm	00b41148	0.770384	0.0147994	0.0521734	-0.635269	-0.968444	-1.24126	9.98585	0.0247238	0.0627106	0.11639	0.194824	0.507324	-0.876465	1529890114097	-54	96
RUpArm	00b411db	0.762633	-0.0131983	0.0223422	-0.646311	-0.251101	-0.355686	9.58112	0.119931	-0.00981333	-0.0928144	0.107178	0.414551	-0.88501	1529890114077	-75	96
RFoArm	00b41204	-0.783102	0.0234526	-0.104563	0.612591	-1.2761	0.0641434	13.5172	0.15426	-0.0208186	-0.102047	0.195312	0.431641	-0.941406	1529890114077	-54	96
Waist	00b411f7	0.53997	-0.507127	-0.449134	-0.499533	9.51319	-0.278198	1.19481	0.153656	-0.0404433	-0.0424835	-0.871338	0.437988	-0.043457	1529890114080	-49	96
Lthigh	00b411f4	0.474633	-0.563409	-0.469884	-0.486315	9.26076	-0.966709	-0.543183	0.494757	-0.000603031	-0.0809365	-0.95874	0.465088	0.138184	1529890114077	-49	96
Lshank	00b4111b	0.600681	-0.422597	-0.564761	-0.376349	9.77057	-0.71415	-0.161434	0.129459	0.0427463	-0.0666744	-0.977783	0.412354	-0.0407715	1529890114101	-49	96
Rthigh	00b411c8	0.485592	-0.495972	-0.538079	-0.478208	9.59314	0.432359	-0.555475	-0.185055	0.0675527	-0.0312183	-1.00854	0.386719	0.104248	1529890114100	-50	96
Rshank	00b411ee	0.525982	-0.439271	-0.576437	-0.445089	9.95077	0.613334	-0.965071	0.00759737	0.0518691	-0.0721466	-1.05713	0.374512	-0.0610352	1529890114100	-53	97
