Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.533495	0.457294	0.42265	0.572392	9.38768	0.214948	2.40145	0.0191344	0.126936	-0.0367683	-0.823975	0.403076	-0.163086	1529731320675	-49	98
Throax	00b411e8	-0.632571	0.367941	0.362118	0.577359	8.58238	-0.136812	4.24489	-0.132704	0.124298	-0.0473957	-0.641113	0.345947	-0.384521	1529731320678	-50	98
LUpArm	00b411d9	-0.68551	-0.147119	0.0638173	0.710183	-1.22756	3.57318	9.63157	0.427748	0.0305409	-0.215888	0.0427246	-0.0134277	-1.0083	1529731320681	-62	98
LFoArm	00b41148	-0.776665	-0.0120111	-0.04777	0.627985	-0.849211	-0.1329	8.64663	-0.250999	0.0386821	0.0504967	0.214355	0.516113	-0.858887	1529731320678	-66	98
RUpArm	00b411db	-0.770604	-0.0280803	-0.0599141	0.63387	-1.18163	-0.252008	9.45906	-0.337976	-0.216128	-0.13673	0.225586	0.403564	-0.857666	1529731320681	-63	98
RFoArm	00b41204	-0.667398	-0.215343	0.0847619	0.70783	-0.897222	2.22804	12.7944	0.416884	-0.180794	0.116929	0.161133	0.208252	-1.01416	1529731320684	-55	98
Waist	00b411f7	-0.484543	0.498203	0.567572	0.441445	9.37509	0.648948	-1.67931	-0.148737	0.0652809	0.0401197	-0.919434	0.357422	0.0947266	1529731320681	-49	98
Lthigh	00b411f4	-0.535656	0.469865	0.539981	0.448018	9.91527	-0.0786748	-0.437034	-0.321177	-0.0238685	-0.0472062	-0.992676	0.385986	-0.0356445	1529731320678	-50	98
Lshank	00b4111b	-0.553371	0.461908	0.502585	0.477316	9.86862	-0.353724	0.530002	-0.213756	-0.0305143	-0.0463779	-1.00903	0.378418	-0.114014	1529731320678	-51	98
Rthigh	00b411c8	-0.487525	0.504426	0.555204	0.446791	8.98542	0.452813	-1.45977	-0.167977	-0.0589062	-0.0434398	-0.955322	0.398438	0.0834961	1529731320678	-50	98
Rshank	00b411ee	0.587366	-0.389471	-0.607792	-0.365926	9.12068	-0.595929	-0.371078	0.0313066	0.0225528	-0.0409145	-1.03589	0.40332	-0.141357	1529731320675	-50	98
