Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.558259	-0.422345	-0.417842	-0.57912	9.63554	0.0177096	2.98593	0.0103755	-0.0397345	-0.0679982	-0.821045	0.392822	-0.234131	1529731887273	-50	96
Throax	00b411e8	0.692005	-0.308114	-0.338838	-0.558017	8.28492	-0.315382	5.57593	-0.00577212	0.00925499	-0.0375954	-0.566162	0.319336	-0.492188	1529731887276	-50	96
LUpArm	00b411d9	0.760191	0.0892082	-0.049161	-0.641666	-0.105791	2.44772	10.7273	-0.0847735	0.0775091	0.0278993	0.0297852	0.112549	-0.998047	1529731887279	-54	96
LFoArm	00b41148	0.840414	0.050467	-0.0498186	-0.537286	0.467803	1.44398	10.1197	0.00483055	0.113751	-0.0289908	0.203369	0.32373	-0.945801	1529731887278	-62	96
RUpArm	00b411db	0.785156	-0.00370792	0.0223031	-0.618886	-0.105029	-0.369894	9.69575	0.0464667	0.122558	-0.0645535	0.146973	0.403564	-0.871338	1529731887280	-65	96
RFoArm	00b41204	0.660877	0.190939	-0.0862412	-0.720657	0.230057	2.18052	13.4777	0.0610229	0.131785	-0.091917	0.106445	0.225586	-1.02319	1529731887280	-65	96
Waist	00b411f7	0.50271	-0.480887	-0.57218	-0.434327	9.71143	0.164701	-1.24052	0.0216865	0.00607974	-0.0162817	-0.906982	0.370361	0.0773926	1529731887278	-50	96
Lthigh	00b411f4	0.592258	-0.404268	-0.594811	-0.363315	9.79129	-0.55254	-0.156657	0.0215041	0.0199811	-0.0243868	-0.984375	0.392822	-0.0917969	1529731887275	-51	96
Lshank	00b4111b	0.644735	-0.336304	-0.605801	-0.322834	9.89784	-0.435211	0.449408	0.000209968	0.0189339	-0.0290919	-0.984131	0.39502	-0.138672	1529731887278	-50	96
Rthigh	00b411c8	0.47041	-0.530373	-0.523021	-0.473148	9.78941	-0.141534	-0.903572	-0.0284295	0.0355275	-0.00391674	-0.944824	0.411621	0.110596	1529731887276	-50	96
Rshank	00b411ee	-0.551233	0.449605	0.584972	0.389622	9.86493	-0.409917	-0.877706	0.0570179	0.00483042	-0.0184238	-1.02661	0.454102	-0.0964355	1529731887275	-50	97
