Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.489652	-0.49067	-0.44307	-0.568483	9.85581	0.301379	1.2634	0.0226476	-0.0588441	-0.0277952	-0.848389	0.393555	-0.0661621	1529735093437	-51	87
Throax	00b411e8	0.680952	-0.323484	-0.357864	-0.550995	8.47649	-0.488332	5.26416	-0.0161012	0.0153471	-0.026981	-0.586914	0.3479	-0.462402	1529735093441	-54	86
LUpArm	00b411d9	0.697923	0.0557356	-0.0266899	-0.713502	-0.314832	1.41287	10.8454	-0.04421	0.00297181	-0.0382854	0.0341797	0.231689	-0.971436	1529735093441	-73	87
LFoArm	00b41148	0.793096	-0.0548441	0.0262261	-0.606055	0.213958	-1.22626	9.7263	-0.0217731	0.0299921	-0.0751881	0.110596	0.594238	-0.833984	1529735093437	-62	87
RUpArm	00b411db	0.760544	0.00717003	-0.0123459	-0.649129	0.101378	0.308289	9.84294	0.0231088	0.0435206	-0.0274532	0.0678711	0.365967	-0.901123	1529735093439	-68	86
RFoArm	00b41204	0.729328	0.087091	-0.0496165	-0.676783	-0.0111059	2.01653	13.1745	-0.0343106	0.0485113	-0.00927381	0.0869141	0.231934	-1.02344	1529735093436	-53	87
Waist	00b411f7	0.55389	-0.43489	-0.520345	-0.48303	9.89431	0.222844	0.799213	0.0186904	-0.00862994	-0.0141459	-0.902832	0.364502	-0.143799	1529735093437	-51	86
Lthigh	00b411f4	0.597955	-0.408119	-0.55365	-0.411535	9.90214	-0.350933	0.529085	0.00757258	0.0298762	-0.0196744	-0.981689	0.371826	-0.177979	1529735093439	-50	87
Lshank	00b4111b	0.595462	-0.371853	-0.585322	-0.405646	9.89678	0.264082	0.374791	-0.0011191	0.0118343	-0.0159542	-1.01001	0.290283	-0.184082	1529735093437	-50	85
Rthigh	00b411c8	0.463741	-0.512373	-0.532925	-0.488272	9.75399	0.370563	-0.913892	-0.0114987	0.0241065	0.00735845	-0.967285	0.363037	0.0888672	1529735093439	-51	86
Rshank	00b411ee	0.554413	-0.413781	-0.608274	-0.389119	9.84223	0.174078	-0.787604	0.010219	0.00906521	-0.00127399	-1.03638	0.414307	-0.0869141	1529735093441	-50	89
