Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.55237	0.433219	0.402175	0.587763	9.68151	-0.332236	3.09391	0.0416197	-0.0479351	-0.0603373	-0.804932	0.42334	-0.234375	1529732701070	-51	94
Throax	00b411e8	-0.670024	0.316587	0.325861	0.587073	8.31495	-0.403617	6.00932	0.0173468	0.0327641	-0.00537465	-0.567139	0.341309	-0.497559	1529732701070	-62	94
LUpArm	00b411d9	-0.669004	-0.0915568	-0.0128434	0.737487	-0.977029	1.72036	10.9938	0.275895	-0.0142207	0.0314694	0.0368652	0.203369	-0.975342	1529732701072	-66	94
LFoArm	00b41148	-0.755406	-0.0424436	-0.0341996	0.652986	-1.05096	0.187112	9.88231	0.26295	-0.0142185	-0.0633665	0.2146	0.466064	-0.884521	1529732701067	-60	94
RUpArm	00b411db	-0.757432	-0.0615184	-0.0036364	0.649999	-0.863103	0.841955	9.82607	0.0414105	0.00559218	0.0544864	0.17749	0.296143	-0.907715	1529732701074	-60	94
RFoArm	00b41204	-0.69604	-0.270504	0.165673	0.644134	-1.05519	4.22654	12.7855	-0.0551039	0.0425307	0.08274	0.211182	0.032959	-1.02612	1529732701066	-57	94
Waist	00b411f7	-0.399048	0.582052	0.576791	0.411446	9.18466	-0.0204267	-3.41032	0.290853	-0.0796283	-0.0833438	-0.861816	0.378662	0.311279	1529732701070	-49	94
Lthigh	00b411f4	-0.586004	0.42405	0.583466	0.369253	9.72585	-1.19471	0.425399	-0.093434	0.106754	-0.0292048	-0.966553	0.425781	-0.113525	1529732701070	-51	94
Lshank	00b4111b	-0.5801	0.409453	0.553782	0.434922	9.94563	-0.0927092	0.578501	0.0841714	0.0964674	-0.0106326	-1.00122	0.360352	-0.11377	1529732701073	-50	93
Rthigh	00b411c8	-0.457084	0.532108	0.522735	0.484442	9.90147	-0.508929	-1.24686	0.323958	-0.0986027	-0.0447937	-0.95459	0.383057	0.125	1529732701069	-49	94
Rshank	00b411ee	-0.57154	0.441209	0.568196	0.394754	9.96522	-0.602665	-0.194651	0.48701	0.0457608	0.00980378	-1.01221	0.487305	-0.113037	1529732701072	-49	95
