Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.654317	0.310031	0.469372	0.505411	9.39585	0.0399185	3.9832	0.110585	-0.01707	0.0447487	-0.80127	0.400146	-0.320312	1529733380244	-49	92
Throax	00b411e8	-0.654277	0.313406	0.345485	0.595263	8.05225	-0.145769	5.74165	-0.0301816	0.0904012	-0.0311109	-0.568359	0.317139	-0.513184	1529733380244	-55	92
LUpArm	00b411d9	-0.629351	-0.167397	0.0215327	0.758572	-1.3064	2.41907	10.5524	-0.156689	-0.0447673	-0.0134891	0.0942383	0.104736	-1.00024	1529733380247	-64	92
LFoArm	00b41148	-0.731169	-0.053389	-0.0452755	0.678595	-1.12225	-0.0853813	10.2883	0.0190956	-0.0506411	0.0170905	0.226807	0.48584	-0.878174	1529733380241	-56	92
RUpArm	00b411db	-0.673485	0.00414298	-0.0682199	0.736035	-0.847202	-1.05584	9.44272	0.0134115	0.0970741	0.0778679	0.176514	0.480225	-0.827881	1529733380247	-64	92
RFoArm	00b41204	-0.941243	-0.168512	0.0115319	0.29246	-0.664386	2.20416	12.556	0.0110927	0.149014	0.00286074	0.148193	0.151855	-1.03174	1529733380241	-57	92
Waist	00b411f7	-0.466936	0.517982	0.547754	0.462203	9.69409	-0.0149039	-0.38671	-0.0827394	-0.10111	0.00500988	-0.904297	0.405273	0.00830078	1529733380244	-49	92
Lthigh	00b411f4	-0.562174	0.409874	0.598398	0.397345	9.79507	-0.599086	0.636328	-0.113309	-0.0221615	0.00135577	-0.949707	0.434814	-0.151123	1529733380244	-51	92
Lshank	00b4111b	-0.700232	0.19797	0.660666	0.184401	9.87081	-0.28478	0.96778	-0.0215982	-0.0338355	-0.0292196	-0.956787	0.407227	-0.198975	1529733380247	-49	91
Rthigh	00b411c8	-0.425747	0.536286	0.534146	0.495807	9.57512	0.220295	-0.762568	-0.166825	-0.126642	0.0416497	-0.976318	0.363037	0.0432129	1529733380241	-50	92
Rshank	00b411ee	-0.447416	0.540755	0.488288	0.518631	9.60896	0.615173	-0.876941	0.0760821	0.0739692	-0.00390489	-1.0498	0.416504	-0.114258	1529733380247	-60	93
