Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.626192	-0.381386	-0.484906	-0.476754	9.43122	0.413886	3.63522	-0.123573	-0.0418197	-0.0388905	-0.804688	0.38501	-0.32666	1529735425887	-50	86
Throax	00b411e8	0.867002	-0.130912	-0.453248	-0.160424	8.16575	-0.668069	5.85726	-0.0578289	0.0360649	-0.0437713	-0.544189	0.369629	-0.498779	1529735425915	-51	85
LUpArm	00b411d9	0.802249	0.0452242	0.0233723	-0.594815	-0.783527	1.04652	11.0411	0.159521	0.00114975	-0.0474747	0.0595703	0.259277	-0.956299	1529735425916	-56	86
LFoArm	00b41148	0.683633	-0.039221	0.0371133	-0.727826	0.150866	-1.07799	10.3027	0.0484733	-0.0491032	0.0742579	0.167236	0.572754	-0.844482	1529735425912	-59	86
RUpArm	00b411db	0.806808	0.0416398	0.00497694	-0.589323	-0.306782	0.703528	9.86967	-0.0934979	-0.0197638	-0.00550028	0.169922	0.320312	-0.907715	1529735425913	-65	85
RFoArm	00b41204	0.632288	0.137644	-0.0121358	-0.762311	-0.272726	3.15057	12.9521	-0.0851048	-0.0667122	-0.0763748	0.13208	0.125977	-1.0332	1529735425909	-53	86
Waist	00b411f7	0.531414	0.202786	-0.8088	0.149399	9.60869	0.0930131	-1.76412	-0.00989807	-0.0301792	0.00460836	-0.901123	0.385498	0.14502	1529735425910	-49	85
Lthigh	00b411f4	0.682282	-0.0599844	-0.728414	0.0174772	9.85467	-0.664479	0.0785735	0.0229648	-0.0206402	-0.0100017	-0.978271	0.397461	-0.124756	1529735425913	-50	86
Lshank	00b4111b	0.570491	-0.402175	-0.611865	-0.372044	9.90978	0.0974254	0.124341	-0.0097585	-0.0097795	-0.0100311	-1.02783	0.273926	-0.181885	1529735425910	-49	84
Rthigh	00b411c8	0.453291	-0.519778	-0.574449	-0.44087	9.63851	0.42153	-1.15773	-0.0269309	-0.0424075	-0.00119885	-0.967041	0.36084	0.145996	1529735425913	-50	85
Rshank	00b411ee	0.547248	-0.434327	-0.606144	-0.380091	9.83612	0.0417938	-1.02425	-0.00989415	0.0134164	-0.013544	-1.03613	0.412109	-0.0571289	1529735425916	-54	88
