Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.595598	-0.340204	-0.366255	-0.628794	9.08605	-0.0762925	5.1273	-0.00435403	-0.031557	0.0139255	-0.781738	0.409424	-0.346191	1529750363564	-49	93
Throax	00b411e8	0.518581	-0.518829	-0.479147	-0.481984	9.77574	-0.959825	0.113077	-0.0129946	0.0359806	-0.00812363	-0.755371	0.387939	0.120605	1529750363566	-49	93
LUpArm	00b411d9	0.756471	0.0413299	-0.0210633	-0.65238	0.118706	1.45375	10.7761	-0.0410338	0.00749582	0.00771196	-0.0708008	0.209961	-0.984375	1529750363568	-57	93
LFoArm	00b41148	0.708442	0.0965861	-0.045653	-0.697636	-0.680953	2.03349	9.57712	-0.0067625	0.014377	0.00397178	0.0820312	0.303223	-0.969727	1529750363561	-58	93
RUpArm	00b411db	0.63105	-0.091054	0.0982207	-0.764093	0.200374	-2.52084	9.37862	-0.0067945	-0.0127651	-0.00862953	-0.0852051	0.586914	-0.773438	1529750363566	-61	93
RFoArm	00b41204	0.825671	0.0349648	0.0771005	-0.557764	-0.239857	-2.83895	13.067	0.0130571	0.00056842	-0.0204046	0.0368652	0.682861	-0.807129	1529750363564	-68	94
Waist	00b411f7	0.494103	-0.486731	-0.490511	-0.527592	9.84577	0.173629	0.762476	0.0156375	-0.000613483	-0.00584596	-0.922119	0.366211	-0.0227051	1529750363561	-50	93
Lthigh	00b411f4	0.436397	-0.537623	-0.494795	-0.525069	9.78507	0.158372	-0.433688	0.00111843	0.0329313	-0.0142273	-0.994873	0.399658	0.134766	1529750363566	-50	94
Lshank	00b4111b	0.465859	-0.540767	-0.473405	-0.516173	9.8454	-0.35022	-0.105057	-0.00712285	0.0129969	-0.0172856	-0.988037	0.431641	0.0725098	1529750363564	-50	92
Rthigh	00b411c8	0.393036	-0.540008	-0.532498	-0.519961	9.5829	1.19547	-1.26108	-0.0131072	0.021354	0.00761227	-0.988037	0.279541	0.227539	1529750363565	-50	93
Rshank	00b411ee	0.419099	-0.552274	-0.471684	-0.544852	9.87217	0.462167	-0.418705	-0.00699799	0.0131688	-9.6737e-05	-1.04858	0.381348	0.114258	1529750363564	-49	95
