Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.541455	0.397406	0.313352	0.671346	9.0284	0.0355818	5.09725	0.00228647	-0.0260025	0.00529092	-0.790039	0.400391	-0.337402	1529751718936	-50	89
Throax	00b411e8	0.439629	-0.601459	-0.415652	-0.521736	9.73263	-0.795743	-0.727825	-0.0236396	0.0203572	-0.0194102	-0.739502	0.37793	0.259766	1529751718939	-50	89
LUpArm	00b411d9	0.62424	-0.00693737	0.0807038	-0.777022	-0.305694	-0.762356	10.9267	-0.0319087	0.0242907	-0.00428618	-0.0700684	0.422119	-0.898682	1529751718940	-81	89
LFoArm	00b41148	0.723303	-0.0608957	0.0874001	-0.682265	-0.401126	-1.98757	9.72581	-0.0108795	0.0339689	-0.00656711	0.109619	0.657471	-0.784424	1529751718933	-59	89
RUpArm	00b411db	0.656075	0.00895708	0.0482064	-0.753101	-0.789499	-0.666545	9.69023	0.00497869	0.0389377	-0.0198078	0.0283203	0.427246	-0.875977	1529751718939	-61	89
RFoArm	00b41204	0.498404	0.0537537	0.122945	-0.856498	-0.320748	-2.12162	13.2167	0.0169408	0.0579618	0.00904645	-0.0461426	0.598145	-0.868896	1529751718936	-65	90
Waist	00b411f7	0.462267	-0.552522	-0.479128	-0.501463	9.79067	-0.0790124	-0.595057	0.00924647	0.0165234	-0.0097733	-0.899902	0.402832	0.11499	1529751718932	-50	89
Lthigh	00b411f4	0.320368	-0.634896	-0.33104	-0.620229	9.86913	0.259884	0.0670924	-0.00296518	0.00334257	-0.0199672	-0.981934	0.361572	0.287109	1529751718938	-54	90
Lshank	00b4111b	0.627387	0.350013	-0.636838	0.279846	9.76673	0.858751	-0.60752	-0.00207386	-0.00184693	-0.0128219	-1.0271	0.309082	0.183594	1529751718936	-53	88
Rthigh	00b411c8	0.380762	-0.579491	-0.497379	-0.521368	9.58364	0.816128	-1.48529	-0.00290953	-0.0245818	0.0108748	-0.97168	0.319336	0.272461	1529751718937	-50	89
Rshank	00b411ee	-0.362204	0.649981	0.367929	0.557639	9.77313	-0.53761	-1.22168	-0.00507856	0.00965549	-0.0043585	-0.983887	0.450439	0.297607	1529751718936	-58	91
