Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.568448	-0.386453	-0.327575	-0.64824	8.97591	0.243017	5.37732	0.0248102	0.0362511	0.0032344	-0.768799	0.379395	-0.406006	1529749834239	-50	95
Throax	00b411e8	0.576825	-0.493803	-0.422078	-0.49526	9.77117	-1.39681	1.73757	0.0693578	-0.102056	0.000861489	-0.713379	0.42627	-0.0739746	1529749834242	-57	95
LUpArm	00b411d9	0.714439	0.0622469	0.00640254	-0.696894	-0.664883	0.949911	10.7672	-0.0481221	-0.00221388	-0.0516539	0.0361328	0.238037	-0.960205	1529749834242	-62	95
LFoArm	00b41148	0.754917	0.0547827	0.00302566	-0.653521	-0.815876	0.763488	9.64143	-0.00729413	0.0126827	-0.0400295	0.170898	0.400146	-0.922852	1529749834238	-64	95
RUpArm	00b411db	0.7169	-0.00857586	0.0545403	-0.694987	-0.690637	-0.880698	9.65432	-0.0738139	0.00962622	0.0135321	0.105957	0.449463	-0.853271	1529749834242	-65	95
RFoArm	00b41204	0.634647	0.105902	0.0603371	-0.76313	-0.457061	-1.40224	13.121	-0.00538692	0.0221212	0.0346997	0.0830078	0.550537	-0.882568	1529749834241	-62	95
Waist	00b411f7	0.484402	-0.513697	-0.463289	-0.535569	9.85357	-0.0163486	0.367059	0.00598797	-0.0545186	-0.0143283	-0.913818	0.375	0.000488281	1529749834238	-50	95
Lthigh	00b411f4	0.464428	-0.52539	-0.531199	-0.475501	9.68696	0.0648598	-1.05757	0.0262423	0.0532121	-0.0340338	-1.00635	0.36499	0.114258	1529749834242	-50	95
Lshank	00b4111b	0.480158	-0.52021	-0.492365	-0.506367	9.8678	-0.0677938	-0.180458	0.000656925	0.0211953	-0.0197672	-1.02417	0.351807	0.03125	1529749834241	-49	94
Rthigh	00b411c8	0.409489	-0.509671	-0.582091	-0.48345	9.49911	1.31588	-1.66201	0.0500254	0.032191	0.0040815	-0.990723	0.235596	0.233154	1529749834242	-52	95
Rshank	00b411ee	0.467873	-0.509716	-0.515453	-0.505561	9.86743	0.440666	-0.483302	0.0855731	0.0230771	0.0131668	-1.04077	0.361328	0.0712891	1529749834239	-52	96
