Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	-0.599983	0.367192	0.330606	0.629198	8.90091	0.221595	5.38846	0.0299223	-0.0251884	-0.0131986	-0.778809	0.40332	-0.404297	1529751336385	-50	91
Throax	00b411e8	0.48518	-0.54712	-0.445843	-0.516221	9.79516	-0.608798	-0.125699	-0.00565072	-0.011857	-0.0292535	-0.776123	0.364258	0.147461	1529751336388	-49	90
LUpArm	00b411d9	0.629251	0.0600394	8.02238e-05	-0.77488	-0.269722	1.77338	10.8347	-0.00301198	0.0251981	-0.00933078	-0.0600586	0.20752	-0.998047	1529751336365	-55	91
LFoArm	00b41148	0.748298	0.0115672	0.00356767	-0.663252	-0.250763	-0.0473202	9.79359	-0.0273227	0.0283082	0.00642973	0.120361	0.48291	-0.904541	1529751336384	-56	90
RUpArm	00b411db	0.685622	-0.0668833	0.090304	-0.719232	-0.258898	-1.97921	9.58768	0.0697993	0.000305889	0.0176058	0.00219727	0.584961	-0.791748	1529751336365	-60	90
RFoArm	00b41204	0.382664	0.0181734	0.281625	-0.87973	-0.0959678	-2.8254	13.0767	0.0438997	0.0131984	-0.00448863	-0.0131836	0.697998	-0.79248	1529751336387	-74	91
Waist	00b411f7	0.50883	-0.50284	-0.484581	-0.503413	9.93298	0.140606	0.170774	-0.00741327	-0.0230961	-0.0156732	-0.923096	0.387939	-0.00610352	1529751336384	-51	90
Lthigh	00b411f4	0.354779	-0.606322	-0.378171	-0.602903	9.82451	0.939206	0.100123	0.00472857	0.0271891	-0.0146286	-1.01587	0.344482	0.226807	1529751336363	-51	91
Lshank	00b4111b	0.394736	-0.579072	-0.471615	-0.535199	9.70591	1.11629	-0.854907	-0.0224235	0.0165718	-0.0107706	-1.0481	0.31543	0.205566	1529751336387	-50	89
Rthigh	00b411c8	0.428463	-0.506564	-0.565085	-0.4904	9.61839	1.34702	-1.35915	0.00657922	0.02618	0.00159935	-1.0083	0.283691	0.218262	1529751336388	-54	90
Rshank	00b411ee	-0.395995	0.602617	0.435203	0.53911	9.85227	-0.010961	-1.11734	0.0190311	0.00978982	0.000384274	-1.03564	0.449951	0.229248	1529751336385	-49	92
