Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.564341	-0.372812	-0.427996	-0.599458	9.52592	0.574028	3.76493	0.0371388	-0.00674946	-0.0195159	-0.824951	0.343506	-0.328613	1528707986043	-80	91
Throax	00b411e8	0.622069	-0.311983	-0.305616	-0.649842	7.96353	0.177043	6.11643	0.0352353	-0.0167153	-0.0059455	-0.57373	0.28418	-0.544922	1528707986044	-92	91
LUpArm	00b411d9	0.718089	0.0690299	0.0281022	-0.691949	-0.987636	1.24213	10.7869	-0.0365421	-0.0213348	0.0265037	0.0661621	0.246094	-0.962891	1528707986047	-85	91
LFoArm	00b41148	0.802182	-0.0484364	0.0662954	-0.591407	-0.497404	-1.25249	9.66033	-0.0199824	-0.0134054	0.0267042	0.181152	0.65625	-0.850342	1528707986044	-80	90
RUpArm	00b411db	0.804773	-0.0455371	0.0957359	-0.584039	-0.885389	-1.81702	9.53847	0.0934508	-0.0152682	0.00656038	0.23999	0.528564	-0.789062	1528707986046	-89	93
RFoArm	00b41204	0.62641	0.234561	-0.0944554	-0.73734	-0.513177	3.37755	12.9175	0.0916405	-0.00345169	-0.00222715	0.149658	0.115234	-1.04346	1528707986044	-81	88
Waist	00b411f7	0.615051	-0.343603	-0.4261	-0.567529	9.29858	0.415622	3.93444	0.059139	0.0334389	-0.0375398	-0.816895	0.315918	-0.470459	1528707986044	-84	87
Lthigh	00b411f4	0.384126	-0.596453	-0.503111	-0.493528	9.50994	0.180522	-2.09034	0.0410284	0.0226736	-0.0174184	-0.940918	0.417969	0.323486	1528707986046	-90	89
Lshank	00b4111b	0.53798	-0.471608	-0.559568	-0.418387	10.0437	-0.62632	-0.684831	0.00312468	0.0239351	-0.0165388	-0.982422	0.407227	0.0170898	1528707986048	-90	88
Rthigh	00b411c8	0.480004	-0.509605	-0.595517	-0.394028	9.52378	-0.274406	-1.96719	0.0451107	0.00467908	-0.00988417	-0.935791	0.411865	0.158447	1528707986048	-92	100
Rshank	00b411ee	0.573309	-0.370877	-0.653259	-0.327139	9.76959	-0.0981733	-1.19575	0.0338068	0.0110421	-0.00392017	-1.06006	0.387695	-0.127441	1528707986043	-90	89
