Body	DeviceId	q0	q1	q2	q3	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	timestamp	rssi	battertLevel
Head	00b4120a	0.526943	-0.429429	-0.60439	-0.415494	9.60365	0.65854	0.25385	0.189397	-2.03959	0.0120301	-0.881592	0.349365	-0.0336914	1528708760388	-78	89
Throax	00b411e8	0.668662	-0.27954	-0.345042	-0.596401	7.71104	0.306534	6.13284	-0.0199219	0.0580925	-0.0467459	-0.588135	0.266846	-0.532715	1528708760391	-91	89
LUpArm	00b411d9	0.702708	0.0698492	0.0136644	-0.70791	-0.883206	1.17756	10.9617	0.0357107	0.0488408	0.0418684	0.0429688	0.224854	-0.971436	1528708760394	-88	89
LFoArm	00b41148	0.76425	0.00525199	0.0276332	-0.644306	-0.390714	-0.427242	10.2172	0.0566673	0.0324409	0.0635323	0.132568	0.551025	-0.921143	1528708760391	-89	87
RUpArm	00b411db	0.776993	-0.0501328	0.100255	-0.61945	-0.964632	-2.17023	9.63475	0.0506675	-0.00665212	-0.0856401	0.184082	0.561279	-0.775635	1528708760392	-87	91
RFoArm	00b41204	0.598459	0.231042	-0.109643	-0.759239	-0.594505	3.46722	13.1437	0.0228688	-0.0298166	-0.0698998	0.0852051	0.110596	-1.04761	1528708760391	-93	86
Waist	00b411f7	0.610469	-0.355896	-0.483786	-0.51635	9.40505	0.488908	3.00599	-0.0274589	0.065379	-0.0432844	-0.866699	0.326172	-0.351562	1528708760392	-90	84
Lthigh	00b411f4	0.370179	-0.570641	-0.501507	-0.534628	9.67405	0.284905	-0.984298	-0.0315782	0.0422152	-0.00200002	-0.974365	0.387939	0.249268	1528708760344	-102	87
Lshank	00b4111b	0.529247	-0.546355	-0.473979	-0.443551	9.78394	-1.61909	-0.535445	0.0304303	0.0204436	-0.0187724	-0.921875	0.51709	0.0537109	1528708760396	-88	86
Rthigh	00b411c8	0.485465	-0.514665	-0.602403	-0.369533	9.44506	-0.769888	-2.33275	-0.0162895	0.048109	-0.00343514	-0.92334	0.436035	0.169434	1528708760394	-91	100
Rshank	00b411ee	0.524809	-0.445014	-0.59056	-0.421637	9.86551	0.190552	-0.875463	-0.0153685	0.0128296	-0.00973497	-1.0542	0.412109	-0.0275879	1528708760388	-86	87
